"","v","w","x"
"1",112,623,0
"2",83,39,1
"3",160,890,0
"4",249,117,1
"5",664,312,1
"6",144,801,0
"7",664,312,1
"8",249,117,1
"9",160,890,0
"10",498,234,1
"11",144,801,0
"12",415,195,1
"13",415,195,1
"14",249,117,1
"15",16,89,0
"16",144,801,0
"17",83,39,1
"18",415,195,1
"19",664,312,1
"20",415,195,1
"21",144,801,0
"22",581,273,1
"23",498,234,1
"24",64,356,0
"25",160,890,0
"26",166,78,1
"27",581,273,1
"28",144,801,0
"29",96,534,0
"30",144,801,0
"31",160,890,0
"32",581,273,1
"33",498,234,1
"34",96,534,0
"35",96,534,0
"36",747,351,1
"37",32,178,0
"38",581,273,1
"39",64,356,0
"40",332,156,1
"41",80,445,0
"42",80,445,0
"43",128,712,0
"44",830,390,1
"45",332,156,1
"46",80,445,0
"47",498,234,1
"48",498,234,1
"49",96,534,0
"50",664,312,1
"51",128,712,0
"52",498,234,1
"53",332,156,1
"54",166,78,1
"55",747,351,1
"56",112,623,0
"57",415,195,1
"58",415,195,1
"59",128,712,0
"60",498,234,1
"61",747,351,1
"62",415,195,1
"63",96,534,0
"64",664,312,1
"65",664,312,1
"66",32,178,0
"67",581,273,1
"68",83,39,1
"69",664,312,1
"70",830,390,1
"71",128,712,0
"72",64,356,0
"73",80,445,1
"74",498,234,1
"75",112,623,1
"76",64,356,1
"77",64,356,0
"78",664,312,1
"79",498,234,1
"80",32,178,0
"81",80,445,0
"82",332,156,1
"83",664,312,1
"84",249,117,1
"85",80,445,0
"86",112,623,0
"87",32,178,0
"88",112,623,0
"89",581,273,1
"90",96,534,0
"91",83,39,1
"92",249,117,1
"93",80,445,1
"94",830,390,1
"95",48,267,0
"96",16,89,0
"97",96,534,0
"98",160,890,0
"99",96,534,0
"100",160,890,0
