"","v","w","x"
"1",465,144,1
"2",154,553,1
"3",930,288,1
"4",154,553,1
"5",132,474,1
"6",1395,432,1
"7",132,474,1
"8",110,395,1
"9",930,288,1
"10",176,632,1
"11",155,48,1
"12",198,711,1
"13",66,237,1
"14",198,711,1
"15",1395,432,1
"16",775,240,1
"17",198,711,1
"18",66,237,1
"19",132,474,1
"20",154,553,1
"21",1395,432,1
"22",110,395,0
"23",132,474,0
"24",310,96,1
"25",620,192,1
"26",44,158,1
"27",198,711,1
"28",775,240,1
"29",1240,384,1
"30",155,48,1
"31",620,192,1
"32",110,395,1
"33",176,632,0
"34",620,192,1
"35",930,288,1
"36",110,395,1
"37",930,288,1
"38",22,79,1
"39",1240,384,1
"40",88,316,1
"41",775,240,1
"42",465,144,1
"43",620,192,1
"44",132,474,1
"45",220,790,1
"46",465,144,1
"47",220,790,1
"48",88,316,1
"49",620,192,1
"50",44,158,1
"51",620,192,1
"52",132,474,1
"53",220,790,1
"54",132,474,1
"55",66,237,1
"56",1085,336,1
"57",154,553,0
"58",22,79,0
"59",620,192,1
"60",176,632,0
"61",22,79,0
"62",198,711,0
"63",930,288,1
"64",132,474,0
"65",132,474,1
"66",930,288,1
"67",22,79,1
"68",22,79,0
"69",132,474,0
"70",132,474,1
"71",930,288,1
"72",930,288,1
"73",1395,432,1
"74",176,632,1
"75",1395,432,1
"76",310,96,1
"77",620,192,1
"78",176,632,1
"79",44,158,1
"80",310,96,1
"81",465,144,1
"82",88,316,1
"83",220,790,1
"84",66,237,1
"85",1395,432,1
"86",155,48,1
"87",1550,480,1
"88",155,48,1
"89",154,553,1
"90",930,288,1
"91",22,79,1
"92",66,237,1
"93",155,48,1
"94",220,790,1
"95",775,240,1
"96",1085,336,1
"97",930,288,1
"98",930,288,1
"99",1550,480,1
"100",930,288,1
