"","v","w","x"
"1",1136,88,1
"2",160,888,1
"3",1278,99,1
"4",200,1110,0
"5",180,999,1
"6",284,22,1
"7",100,555,1
"8",160,888,0
"9",142,11,1
"10",100,555,0
"11",1136,88,1
"12",120,666,0
"13",80,444,1
"14",160,888,1
"15",284,22,1
"16",1420,110,1
"17",120,666,1
"18",120,666,1
"19",100,555,1
"20",40,222,0
"21",1136,88,1
"22",120,666,0
"23",20,111,0
"24",1278,99,1
"25",710,55,1
"26",180,999,0
"27",80,444,0
"28",852,66,1
"29",994,77,1
"30",284,22,1
"31",1278,99,1
"32",160,888,0
"33",20,111,0
"34",142,11,1
"35",1278,99,1
"36",200,1110,0
"37",1278,99,1
"38",40,222,0
"39",710,55,1
"40",180,999,0
"41",1420,110,1
"42",852,66,1
"43",994,77,1
"44",140,777,0
"45",140,777,0
"46",1136,88,1
"47",140,777,0
"48",180,999,0
"49",426,33,1
"50",100,555,0
"51",142,11,1
"52",180,999,0
"53",20,111,0
"54",180,999,0
"55",120,666,0
"56",1136,88,1
"57",80,444,0
"58",160,888,0
"59",1278,99,1
"60",180,999,0
"61",160,888,0
"62",200,1110,0
"63",1278,99,1
"64",60,333,0
"65",20,111,0
"66",142,11,1
"67",80,444,0
"68",80,444,0
"69",140,777,0
"70",180,999,0
"71",994,77,1
"72",710,55,1
"73",284,22,1
"74",20,111,1
"75",568,44,1
"76",142,11,1
"77",994,77,1
"78",20,111,1
"79",20,111,1
"80",994,77,1
"81",284,22,1
"82",60,333,1
"83",20,111,1
"84",120,666,1
"85",284,22,1
"86",852,66,1
"87",426,33,1
"88",1420,110,1
"89",120,666,0
"90",1278,99,1
"91",160,888,1
"92",120,666,1
"93",852,66,1
"94",60,333,1
"95",1420,110,1
"96",284,22,1
"97",994,77,1
"98",1278,99,1
"99",426,33,1
"100",426,33,1
