"","v","w","x"
"1",32,1200,0
"2",32,1200,1
"3",4,150,1
"4",20,750,1
"5",474,180,1
"6",4,150,1
"7",79,30,1
"8",790,300,1
"9",395,150,1
"10",79,30,1
"11",16,600,1
"12",8,300,1
"13",4,150,1
"14",474,180,1
"15",158,60,1
"16",632,240,1
"17",40,1500,1
"18",553,210,1
"19",16,600,1
"20",237,90,1
"21",40,1500,1
"22",8,300,0
"23",395,150,1
"24",8,300,1
"25",474,180,1
"26",553,210,1
"27",395,150,1
"28",4,150,1
"29",316,120,1
"30",395,150,1
"31",16,600,1
"32",24,900,1
"33",395,150,1
"34",20,750,1
"35",553,210,1
"36",395,150,1
"37",316,120,1
"38",316,120,1
"39",237,90,1
"40",632,240,1
"41",79,30,1
"42",395,150,1
"43",79,30,1
"44",32,1200,1
"45",8,300,1
"46",28,1050,1
"47",395,150,1
"48",36,1350,1
"49",632,240,1
"50",158,60,1
"51",237,90,1
"52",32,1200,1
"53",36,1350,1
"54",8,300,1
"55",8,300,1
"56",395,150,1
"57",316,120,1
"58",316,120,1
"59",790,300,1
"60",16,600,1
"61",4,150,0
"62",474,180,1
"63",40,1500,0
"64",474,180,1
"65",632,240,1
"66",395,150,1
"67",711,270,1
"68",8,300,1
"69",395,150,1
"70",553,210,1
"71",474,180,1
"72",79,30,1
"73",28,1050,1
"74",36,1350,1
"75",12,450,1
"76",40,1500,1
"77",12,450,1
"78",79,30,1
"79",4,150,1
"80",632,240,1
"81",474,180,1
"82",20,750,1
"83",16,600,1
"84",395,150,1
"85",20,750,1
"86",711,270,1
"87",237,90,1
"88",474,180,1
"89",553,210,1
"90",711,270,1
"91",4,150,1
"92",32,1200,1
"93",474,180,1
"94",20,750,1
"95",12,450,1
"96",158,60,1
"97",4,150,0
"98",474,180,1
"99",32,1200,1
"100",474,180,1
