"","v","w","x"
"1",55,148,0
"2",55,148,0
"3",220,592,0
"4",550,1480,0
"5",385,620,1
"6",330,888,0
"7",308,496,1
"8",77,124,1
"9",154,248,1
"10",616,992,1
"11",55,148,0
"12",165,444,0
"13",440,1184,0
"14",693,1116,1
"15",77,124,1
"16",539,868,1
"17",495,1332,0
"18",462,744,1
"19",55,148,0
"20",770,1240,1
"21",165,444,0
"22",165,444,0
"23",462,744,1
"24",385,1036,0
"25",385,620,1
"26",154,248,1
"27",308,496,0
"28",440,1184,0
"29",385,620,0
"30",462,744,0
"31",275,740,0
"32",275,740,0
"33",616,992,0
"34",110,296,0
"35",308,496,1
"36",308,496,1
"37",385,620,1
"38",539,868,1
"39",154,248,1
"40",693,1116,1
"41",462,744,1
"42",462,744,1
"43",308,496,1
"44",165,444,0
"45",385,1036,0
"46",550,1480,0
"47",154,248,1
"48",110,296,0
"49",539,868,1
"50",77,124,1
"51",462,744,1
"52",55,148,0
"53",330,888,0
"54",275,740,0
"55",385,1036,0
"56",154,248,1
"57",77,124,1
"58",539,868,1
"59",77,124,1
"60",495,1332,0
"61",440,1184,0
"62",385,620,1
"63",385,1036,0
"64",231,372,1
"65",693,1116,1
"66",462,744,1
"67",616,992,1
"68",495,1332,0
"69",154,248,1
"70",154,248,1
"71",385,620,1
"72",154,248,1
"73",110,296,0
"74",440,1184,0
"75",440,1184,0
"76",165,444,0
"77",110,296,0
"78",154,248,1
"79",440,1184,0
"80",385,620,1
"81",693,1116,1
"82",220,592,0
"83",55,148,0
"84",154,248,0
"85",220,592,0
"86",770,1240,1
"87",308,496,1
"88",231,372,1
"89",616,992,1
"90",770,1240,1
"91",220,592,0
"92",275,740,0
"93",231,372,1
"94",110,296,0
"95",550,1480,0
"96",231,372,1
"97",330,888,0
"98",539,868,1
"99",165,444,0
"100",385,620,1
