"","v","w","x"
"1",1440,1251,0
"2",60,69,0
"3",320,278,0
"4",60,69,0
"5",360,414,0
"6",1120,973,0
"7",600,690,0
"8",60,69,0
"9",1280,1112,0
"10",600,690,0
"11",800,695,0
"12",420,483,0
"13",60,69,0
"14",60,69,0
"15",480,417,0
"16",160,139,0
"17",180,207,1
"18",540,621,0
"19",240,276,0
"20",60,69,0
"21",800,695,0
"22",300,345,0
"23",600,690,0
"24",1280,1112,0
"25",640,556,0
"26",360,414,0
"27",300,345,0
"28",1440,1251,0
"29",640,556,0
"30",800,695,0
"31",640,556,0
"32",420,483,0
"33",600,690,0
"34",640,556,0
"35",960,834,0
"36",420,483,0
"37",640,556,0
"38",540,621,0
"39",960,834,0
"40",120,138,0
"41",160,139,0
"42",1440,1251,0
"43",640,556,0
"44",480,552,0
"45",600,690,0
"46",1440,1251,0
"47",240,276,0
"48",600,690,0
"49",1600,1390,0
"50",600,690,0
"51",320,278,0
"52",600,690,0
"53",360,414,0
"54",120,138,0
"55",420,483,0
"56",1440,1251,0
"57",180,207,0
"58",420,483,0
"59",1600,1390,0
"60",360,414,0
"61",420,483,0
"62",300,345,0
"63",320,278,0
"64",480,552,0
"65",480,552,0
"66",320,278,0
"67",300,345,0
"68",420,483,0
"69",360,414,0
"70",360,414,0
"71",320,278,0
"72",1280,1112,0
"73",480,417,0
"74",120,138,0
"75",800,695,0
"76",1600,1390,0
"77",320,278,0
"78",480,552,0
"79",600,690,0
"80",320,278,0
"81",480,417,0
"82",240,276,0
"83",480,552,0
"84",420,483,0
"85",800,695,0
"86",1120,973,1
"87",960,834,0
"88",1120,973,0
"89",60,69,0
"90",960,834,0
"91",300,345,0
"92",540,621,0
"93",1120,973,0
"94",480,552,0
"95",480,417,0
"96",1440,1251,0
"97",960,834,0
"98",960,834,0
"99",640,556,0
"100",1280,1112,1
