"","v","w","x"
"1",280,650,0
"2",224,520,1
"3",84,195,0
"4",252,585,0
"5",928,960,1
"6",28,65,0
"7",116,120,1
"8",928,960,1
"9",580,600,1
"10",580,600,1
"11",56,130,1
"12",56,130,1
"13",252,585,0
"14",464,480,1
"15",1160,1200,1
"16",928,960,1
"17",280,650,0
"18",348,360,1
"19",56,130,0
"20",116,120,1
"21",168,390,0
"22",56,130,0
"23",812,840,1
"24",224,520,0
"25",928,960,1
"26",580,600,1
"27",348,360,1
"28",140,325,0
"29",928,960,1
"30",348,360,1
"31",280,650,0
"32",168,390,0
"33",812,840,1
"34",252,585,0
"35",1044,1080,1
"36",1044,1080,1
"37",1160,1200,1
"38",1160,1200,1
"39",116,120,1
"40",928,960,1
"41",580,600,1
"42",348,360,1
"43",1044,1080,1
"44",56,130,0
"45",168,390,0
"46",252,585,0
"47",580,600,1
"48",28,65,0
"49",1160,1200,1
"50",696,720,1
"51",580,600,1
"52",280,650,0
"53",28,65,0
"54",56,130,0
"55",168,390,0
"56",116,120,1
"57",232,240,1
"58",928,960,1
"59",1160,1200,1
"60",112,260,0
"61",28,65,0
"62",1160,1200,1
"63",112,260,0
"64",928,960,1
"65",232,240,1
"66",580,600,1
"67",812,840,1
"68",112,260,0
"69",348,360,1
"70",580,600,1
"71",928,960,1
"72",1044,1080,1
"73",28,65,0
"74",196,455,0
"75",196,455,0
"76",112,260,0
"77",196,455,0
"78",580,600,1
"79",28,65,0
"80",928,960,1
"81",1160,1200,1
"82",140,325,0
"83",112,260,0
"84",348,360,1
"85",28,65,0
"86",1044,1080,1
"87",1044,1080,1
"88",696,720,1
"89",348,360,1
"90",348,360,1
"91",196,455,1
"92",56,130,0
"93",232,240,1
"94",252,585,0
"95",196,455,0
"96",696,720,1
"97",196,455,0
"98",928,960,1
"99",56,130,0
"100",1160,1200,1
