"","v","w","x"
"1",798,49,1
"2",240,55,0
"3",1140,70,0
"4",144,33,0
"5",480,110,0
"6",342,21,0
"7",288,66,0
"8",144,33,0
"9",456,28,0
"10",288,66,0
"11",342,21,0
"12",144,33,0
"13",240,55,0
"14",240,55,0
"15",570,35,0
"16",798,49,0
"17",240,55,0
"18",48,11,0
"19",384,88,0
"20",432,99,0
"21",1026,63,0
"22",144,33,0
"23",384,88,0
"24",912,56,0
"25",228,14,0
"26",384,88,0
"27",240,55,0
"28",342,21,0
"29",228,14,0
"30",342,21,0
"31",1140,70,0
"32",240,55,0
"33",384,88,0
"34",912,56,1
"35",912,56,1
"36",432,99,0
"37",1140,70,1
"38",144,33,0
"39",228,14,0
"40",480,110,0
"41",798,49,1
"42",114,7,1
"43",684,42,1
"44",480,110,0
"45",480,110,0
"46",114,7,1
"47",288,66,0
"48",96,22,0
"49",228,14,1
"50",96,22,0
"51",228,14,1
"52",96,22,0
"53",96,22,0
"54",384,88,0
"55",48,11,0
"56",114,7,1
"57",240,55,0
"58",240,55,0
"59",684,42,1
"60",384,88,0
"61",336,77,0
"62",432,99,0
"63",1140,70,1
"64",384,88,0
"65",288,66,0
"66",456,28,1
"67",432,99,0
"68",48,11,0
"69",480,110,0
"70",384,88,0
"71",684,42,1
"72",228,14,1
"73",570,35,1
"74",96,22,0
"75",570,35,1
"76",456,28,1
"77",228,14,1
"78",384,88,0
"79",384,88,0
"80",228,14,1
"81",570,35,1
"82",192,44,0
"83",480,110,0
"84",144,33,0
"85",1026,63,1
"86",1026,63,1
"87",912,56,1
"88",114,7,1
"89",240,55,0
"90",456,28,1
"91",336,77,0
"92",144,33,0
"93",798,49,1
"94",288,66,0
"95",570,35,1
"96",114,7,1
"97",912,56,1
"98",912,56,1
"99",684,42,1
"100",228,14,0
