"","v","w","x"
"1",170,90,1
"2",34,18,0
"3",51,27,1
"4",51,27,1
"5",1250,1620,1
"6",85,45,1
"7",375,486,1
"8",1000,1296,1
"9",1125,1458,1
"10",625,810,1
"11",102,54,1
"12",102,54,1
"13",119,63,1
"14",250,324,1
"15",1250,1620,1
"16",1250,1620,1
"17",136,72,1
"18",625,810,1
"19",170,90,1
"20",625,810,1
"21",68,36,1
"22",102,54,1
"23",875,1134,1
"24",170,90,1
"25",1000,1296,1
"26",625,810,1
"27",625,810,1
"28",119,63,1
"29",750,972,1
"30",875,1134,1
"31",102,54,1
"32",170,90,1
"33",1125,1458,1
"34",153,81,1
"35",625,810,1
"36",375,486,0
"37",1000,1296,0
"38",1250,1620,0
"39",1125,1458,0
"40",1250,1620,0
"41",625,810,0
"42",375,486,0
"43",1125,1458,0
"44",102,54,1
"45",34,18,1
"46",51,27,1
"47",625,810,0
"48",85,45,1
"49",750,972,0
"50",1000,1296,0
"51",375,486,1
"52",102,54,1
"53",51,27,1
"54",136,72,1
"55",170,90,1
"56",375,486,0
"57",250,324,0
"58",750,972,0
"59",500,648,0
"60",170,90,1
"61",153,81,1
"62",250,324,1
"63",34,18,1
"64",1000,1296,1
"65",1000,1296,1
"66",125,162,1
"67",625,810,1
"68",136,72,1
"69",125,162,1
"70",625,810,1
"71",500,648,1
"72",875,1134,1
"73",85,45,1
"74",153,81,1
"75",51,27,1
"76",102,54,1
"77",51,27,1
"78",375,486,1
"79",51,27,1
"80",1000,1296,1
"81",500,648,1
"82",85,45,1
"83",34,18,1
"84",1125,1458,1
"85",17,9,1
"86",875,1134,1
"87",125,162,1
"88",250,324,1
"89",375,486,1
"90",1125,1458,1
"91",153,81,1
"92",68,36,1
"93",750,972,1
"94",119,63,1
"95",17,9,1
"96",1250,1620,1
"97",17,9,1
"98",500,648,1
"99",68,36,1
"100",250,324,0
