"","v","w","x"
"1",1810,1070,1
"2",1448,856,1
"3",543,321,1
"4",181,107,1
"5",776,1400,1
"6",181,107,1
"7",485,875,1
"8",776,1400,1
"9",485,875,1
"10",291,525,1
"11",724,428,1
"12",1448,856,1
"13",905,535,1
"14",970,1750,1
"15",582,1050,1
"16",194,350,1
"17",1086,642,1
"18",873,1575,1
"19",1448,856,1
"20",97,175,1
"21",724,428,1
"22",362,214,1
"23",485,875,1
"24",1086,642,1
"25",582,1050,1
"26",97,175,1
"27",873,1575,1
"28",543,321,1
"29",970,1750,1
"30",291,525,1
"31",1086,642,1
"32",362,214,1
"33",679,1225,1
"34",1267,749,1
"35",291,525,1
"36",291,525,0
"37",776,1400,0
"38",194,350,0
"39",97,175,0
"40",194,350,0
"41",291,525,0
"42",873,1575,0
"43",97,175,0
"44",1086,642,1
"45",724,428,1
"46",1267,749,1
"47",485,875,0
"48",1629,963,1
"49",970,1750,0
"50",388,700,0
"51",873,1575,1
"52",1810,1070,1
"53",905,535,1
"54",362,214,1
"55",1448,856,1
"56",679,1225,0
"57",388,700,0
"58",582,1050,0
"59",582,1050,0
"60",1448,856,1
"61",181,107,1
"62",776,1400,1
"63",1448,856,1
"64",776,1400,1
"65",970,1750,1
"66",873,1575,1
"67",291,525,1
"68",1448,856,1
"69",873,1575,1
"70",679,1225,1
"71",776,1400,1
"72",97,175,1
"73",905,535,1
"74",543,321,1
"75",905,535,1
"76",1448,856,1
"77",905,535,1
"78",291,525,1
"79",181,107,1
"80",776,1400,1
"81",388,700,1
"82",905,535,1
"83",1810,1070,1
"84",873,1575,1
"85",1267,749,1
"86",291,525,1
"87",485,875,1
"88",582,1050,1
"89",485,875,1
"90",97,175,1
"91",905,535,1
"92",1086,642,1
"93",388,700,1
"94",543,321,1
"95",1629,963,1
"96",970,1750,1
"97",1629,963,1
"98",582,1050,1
"99",724,428,1
"100",194,350,0
