"","v","w","x"
"1",9,86,1
"2",45,430,0
"3",36,344,0
"4",18,172,0
"5",64,194,0
"6",18,172,0
"7",128,388,1
"8",192,582,1
"9",512,1552,1
"10",384,1164,1
"11",81,774,0
"12",81,774,0
"13",18,172,0
"14",192,582,1
"15",192,582,1
"16",320,970,1
"17",9,86,0
"18",512,1552,1
"19",45,430,0
"20",512,1552,1
"21",81,774,0
"22",81,774,0
"23",256,776,1
"24",63,602,0
"25",192,582,1
"26",256,776,1
"27",256,776,0
"28",36,344,0
"29",192,582,0
"30",256,776,0
"31",9,86,0
"32",27,258,0
"33",256,776,0
"34",54,516,0
"35",512,1552,0
"36",512,1552,1
"37",192,582,1
"38",192,582,1
"39",512,1552,1
"40",448,1358,1
"41",128,388,1
"42",384,1164,1
"43",512,1552,1
"44",45,430,0
"45",81,774,0
"46",18,172,0
"47",256,776,1
"48",36,344,0
"49",576,1746,1
"50",320,970,1
"51",384,1164,1
"52",27,258,0
"53",18,172,0
"54",81,774,0
"55",81,774,0
"56",256,776,1
"57",192,582,1
"58",320,970,1
"59",448,1358,1
"60",27,258,0
"61",90,860,0
"62",576,1746,1
"63",45,430,0
"64",192,582,1
"65",576,1746,1
"66",512,1552,1
"67",128,388,1
"68",27,258,0
"69",384,1164,1
"70",256,776,1
"71",448,1358,1
"72",384,1164,1
"73",36,344,0
"74",54,516,0
"75",72,688,0
"76",63,602,0
"77",18,172,0
"78",128,388,1
"79",72,688,0
"80",192,582,1
"81",192,582,1
"82",36,344,0
"83",27,258,0
"84",512,1552,1
"85",72,688,0
"86",128,388,1
"87",256,776,1
"88",576,1746,1
"89",128,388,1
"90",512,1552,1
"91",54,516,0
"92",81,774,0
"93",192,582,1
"94",90,860,0
"95",18,172,0
"96",320,970,0
"97",54,516,0
"98",448,1358,1
"99",45,430,0
"100",448,1358,1
