"","v","w","x"
"1",837,216,1
"2",93,24,1
"3",186,48,1
"4",372,96,1
"5",854,455,1
"6",744,192,1
"7",1220,650,1
"8",366,195,1
"9",244,130,1
"10",244,130,1
"11",651,168,1
"12",465,120,1
"13",744,192,1
"14",854,455,1
"15",610,325,1
"16",122,65,1
"17",93,24,1
"18",976,520,1
"19",93,24,1
"20",488,260,1
"21",465,120,1
"22",465,120,1
"23",1220,650,1
"24",837,216,1
"25",122,65,1
"26",732,390,1
"27",244,130,1
"28",744,192,1
"29",122,65,1
"30",244,130,1
"31",837,216,1
"32",93,24,1
"33",1220,650,1
"34",186,48,1
"35",1220,650,1
"36",1220,650,0
"37",1098,585,0
"38",1098,585,0
"39",244,130,0
"40",854,455,0
"41",976,520,0
"42",976,520,0
"43",1220,650,1
"44",837,216,1
"45",93,24,1
"46",372,96,1
"47",488,260,0
"48",558,144,1
"49",366,195,1
"50",1098,585,1
"51",732,390,1
"52",651,168,1
"53",744,192,1
"54",465,120,1
"55",93,24,1
"56",976,520,1
"57",366,195,1
"58",366,195,1
"59",366,195,1
"60",465,120,1
"61",930,240,1
"62",366,195,1
"63",279,72,1
"64",366,195,1
"65",854,455,1
"66",1220,650,1
"67",488,260,1
"68",651,168,1
"69",1220,650,1
"70",732,390,1
"71",1098,585,1
"72",1220,650,1
"73",744,192,1
"74",558,144,1
"75",744,192,1
"76",93,24,1
"77",186,48,1
"78",1220,650,1
"79",558,144,1
"80",366,195,1
"81",854,455,1
"82",372,96,1
"83",465,120,1
"84",732,390,1
"85",186,48,1
"86",732,390,1
"87",732,390,1
"88",366,195,1
"89",732,390,1
"90",976,520,1
"91",744,192,1
"92",279,72,1
"93",366,195,1
"94",744,192,1
"95",186,48,1
"96",854,455,1
"97",744,192,1
"98",1098,585,1
"99",651,168,1
"100",122,65,0
