"","v","w","x"
"1",416,656,1
"2",564,216,1
"3",520,820,1
"4",846,324,1
"5",705,270,1
"6",208,328,1
"7",987,378,1
"8",282,108,1
"9",936,1476,1
"10",987,378,1
"11",1040,1640,1
"12",846,324,1
"13",1128,432,1
"14",1128,432,1
"15",624,984,1
"16",208,328,1
"17",1128,432,1
"18",282,108,1
"19",141,54,1
"20",564,216,1
"21",416,656,1
"22",564,216,1
"23",141,54,1
"24",520,820,1
"25",936,1476,1
"26",705,270,1
"27",282,108,1
"28",832,1312,1
"29",936,1476,1
"30",416,656,1
"31",936,1476,1
"32",1410,540,1
"33",141,54,1
"34",728,1148,1
"35",520,820,1
"36",1410,540,1
"37",104,164,1
"38",846,324,1
"39",936,1476,1
"40",705,270,1
"41",1040,1640,1
"42",1040,1640,0
"43",520,820,0
"44",705,270,1
"45",141,54,1
"46",624,984,1
"47",1269,486,1
"48",987,378,1
"49",104,164,1
"50",705,270,1
"51",104,164,1
"52",987,378,1
"53",141,54,1
"54",423,162,1
"55",282,108,1
"56",624,984,1
"57",1128,432,1
"58",1410,540,1
"59",936,1476,1
"60",987,378,1
"61",282,108,1
"62",282,108,1
"63",312,492,1
"64",1269,486,1
"65",987,378,1
"66",936,1476,1
"67",564,216,1
"68",846,324,1
"69",1269,486,1
"70",987,378,1
"71",312,492,1
"72",728,1148,1
"73",1040,1640,1
"74",1269,486,1
"75",624,984,1
"76",312,492,1
"77",520,820,1
"78",1269,486,1
"79",987,378,1
"80",728,1148,1
"81",208,328,1
"82",423,162,1
"83",987,378,1
"84",564,216,1
"85",208,328,1
"86",624,984,1
"87",728,1148,1
"88",416,656,1
"89",1128,432,1
"90",728,1148,1
"91",564,216,1
"92",1128,432,1
"93",416,656,1
"94",987,378,1
"95",416,656,1
"96",208,328,0
"97",104,164,1
"98",312,492,1
"99",936,1476,1
"100",936,1476,0
