"","v","w","x"
"1",310,690,1
"2",230,975,1
"3",496,1104,1
"4",46,195,1
"5",460,1950,1
"6",434,966,1
"7",276,1170,1
"8",230,975,1
"9",372,828,1
"10",460,1950,1
"11",558,1242,1
"12",46,195,1
"13",46,195,1
"14",414,1755,1
"15",310,690,1
"16",310,690,1
"17",46,195,1
"18",46,195,1
"19",184,780,1
"20",230,975,1
"21",434,966,1
"22",230,975,0
"23",460,1950,0
"24",496,1104,1
"25",372,828,1
"26",368,1560,1
"27",414,1755,1
"28",558,1242,1
"29",620,1380,1
"30",558,1242,1
"31",620,1380,1
"32",230,975,0
"33",460,1950,0
"34",496,1104,1
"35",496,1104,1
"36",414,1755,0
"37",124,276,1
"38",322,1365,0
"39",248,552,1
"40",184,780,0
"41",558,1242,1
"42",558,1242,1
"43",124,276,1
"44",460,1950,0
"45",184,780,0
"46",310,690,1
"47",368,1560,1
"48",276,1170,1
"49",372,828,1
"50",276,1170,1
"51",372,828,1
"52",368,1560,1
"53",460,1950,0
"54",276,1170,0
"55",322,1365,0
"56",186,414,1
"57",322,1365,0
"58",322,1365,0
"59",248,552,1
"60",368,1560,0
"61",46,195,0
"62",138,585,0
"63",620,1380,1
"64",276,1170,0
"65",460,1950,0
"66",372,828,1
"67",414,1755,0
"68",138,585,0
"69",184,780,0
"70",184,780,1
"71",496,1104,1
"72",124,276,1
"73",186,414,1
"74",276,1170,1
"75",186,414,1
"76",372,828,1
"77",496,1104,1
"78",184,780,1
"79",184,780,1
"80",124,276,1
"81",310,690,1
"82",184,780,1
"83",460,1950,1
"84",46,195,1
"85",310,690,1
"86",62,138,1
"87",372,828,1
"88",62,138,1
"89",138,585,1
"90",620,1380,1
"91",322,1365,1
"92",230,975,1
"93",434,966,1
"94",184,780,1
"95",558,1242,1
"96",62,138,1
"97",124,276,1
"98",496,1104,1
"99",248,552,1
"100",620,1380,1
