"","v","w","x"
"1",495,135,1
"2",350,550,1
"3",792,216,1
"4",350,550,1
"5",280,440,1
"6",495,135,1
"7",420,660,1
"8",350,550,1
"9",594,162,1
"10",140,220,1
"11",693,189,1
"12",70,110,1
"13",630,990,1
"14",490,770,1
"15",297,81,1
"16",693,189,1
"17",70,110,1
"18",490,770,1
"19",140,220,1
"20",210,330,0
"21",495,135,1
"22",210,330,0
"23",140,220,0
"24",594,162,1
"25",792,216,1
"26",280,440,0
"27",490,770,0
"28",495,135,1
"29",396,108,1
"30",693,189,1
"31",792,216,1
"32",350,550,0
"33",140,220,0
"34",990,270,1
"35",792,216,1
"36",210,330,0
"37",792,216,1
"38",210,330,0
"39",990,270,1
"40",140,220,0
"41",99,27,1
"42",693,189,1
"43",990,270,1
"44",140,220,0
"45",420,660,0
"46",693,189,1
"47",560,880,0
"48",560,880,0
"49",792,216,1
"50",140,220,0
"51",792,216,1
"52",700,1100,0
"53",140,220,0
"54",420,660,0
"55",70,110,0
"56",891,243,1
"57",350,550,0
"58",210,330,0
"59",594,162,1
"60",560,880,0
"61",630,990,0
"62",630,990,0
"63",396,108,1
"64",420,660,0
"65",420,660,0
"66",594,162,1
"67",630,990,0
"68",350,550,0
"69",140,220,0
"70",140,220,0
"71",990,270,1
"72",792,216,1
"73",693,189,1
"74",280,440,0
"75",693,189,1
"76",792,216,1
"77",198,54,1
"78",560,880,1
"79",420,660,1
"80",198,54,1
"81",891,243,1
"82",280,440,1
"83",700,1100,1
"84",630,990,1
"85",891,243,1
"86",99,27,1
"87",396,108,1
"88",99,27,1
"89",70,110,1
"90",594,162,1
"91",210,330,1
"92",490,770,1
"93",297,81,1
"94",560,880,1
"95",495,135,1
"96",297,81,1
"97",594,162,1
"98",198,54,1
"99",792,216,1
"100",396,108,1
