"","v","w","x"
"1",438,228,1
"2",34,136,1
"3",876,456,1
"4",102,408,0
"5",204,816,1
"6",438,228,1
"7",136,544,1
"8",238,952,1
"9",292,152,1
"10",204,816,1
"11",1022,532,1
"12",238,952,1
"13",238,952,1
"14",102,408,1
"15",1022,532,1
"16",438,228,1
"17",34,136,1
"18",102,408,1
"19",340,1360,1
"20",34,136,1
"21",438,228,1
"22",34,136,0
"23",204,816,0
"24",1460,760,1
"25",584,304,1
"26",340,1360,1
"27",238,952,1
"28",730,380,1
"29",1168,608,1
"30",1022,532,1
"31",1168,608,1
"32",34,136,1
"33",272,1088,1
"34",292,152,1
"35",1460,760,1
"36",34,136,1
"37",1460,760,1
"38",34,136,1
"39",1168,608,1
"40",68,272,1
"41",730,380,1
"42",146,76,1
"43",876,456,1
"44",68,272,1
"45",136,544,1
"46",1314,684,1
"47",340,1360,1
"48",272,1088,1
"49",1168,608,1
"50",340,1360,1
"51",876,456,1
"52",340,1360,1
"53",272,1088,1
"54",68,272,1
"55",306,1224,1
"56",730,380,1
"57",238,952,0
"58",170,680,0
"59",292,152,1
"60",68,272,0
"61",34,136,0
"62",238,952,0
"63",1168,608,1
"64",136,544,1
"65",340,1360,1
"66",1168,608,1
"67",102,408,1
"68",238,952,0
"69",272,1088,1
"70",204,816,1
"71",1460,760,1
"72",876,456,1
"73",1022,532,1
"74",204,816,1
"75",438,228,1
"76",1460,760,1
"77",1168,608,1
"78",68,272,1
"79",68,272,1
"80",292,152,1
"81",1314,684,1
"82",136,544,1
"83",68,272,1
"84",238,952,1
"85",1314,684,1
"86",438,228,1
"87",1168,608,1
"88",1022,532,1
"89",238,952,1
"90",1460,760,1
"91",306,1224,1
"92",306,1224,1
"93",1022,532,1
"94",68,272,1
"95",146,76,1
"96",438,228,1
"97",292,152,1
"98",1460,760,1
"99",876,456,1
"100",292,152,1
