"","v","w","x"
"1",46,175,0
"2",230,875,1
"3",184,700,0
"4",276,1050,0
"5",440,550,1
"6",460,1750,0
"7",176,220,1
"8",264,330,1
"9",528,660,1
"10",704,880,1
"11",322,1225,1
"12",46,175,1
"13",460,1750,0
"14",88,110,1
"15",792,990,1
"16",440,550,1
"17",138,525,0
"18",352,440,1
"19",138,525,0
"20",528,660,1
"21",322,1225,0
"22",322,1225,0
"23",528,660,1
"24",230,875,0
"25",440,550,1
"26",880,1100,1
"27",176,220,1
"28",368,1400,0
"29",616,770,1
"30",176,220,1
"31",322,1225,0
"32",138,525,0
"33",528,660,1
"34",460,1750,0
"35",704,880,1
"36",880,1100,1
"37",792,990,1
"38",792,990,1
"39",352,440,1
"40",616,770,1
"41",352,440,1
"42",352,440,1
"43",528,660,1
"44",414,1575,0
"45",138,525,0
"46",184,700,0
"47",176,220,1
"48",276,1050,0
"49",88,110,1
"50",88,110,1
"51",704,880,1
"52",230,875,0
"53",92,350,0
"54",46,175,0
"55",138,525,0
"56",880,1100,1
"57",88,110,1
"58",88,110,1
"59",616,770,1
"60",46,175,0
"61",368,1400,0
"62",264,330,1
"63",414,1575,0
"64",264,330,1
"65",264,330,1
"66",704,880,1
"67",880,1100,1
"68",230,875,0
"69",352,440,1
"70",176,220,1
"71",792,990,1
"72",352,440,1
"73",368,1400,0
"74",276,1050,0
"75",92,350,0
"76",414,1575,0
"77",276,1050,0
"78",528,660,1
"79",368,1400,1
"80",440,550,1
"81",616,770,1
"82",184,700,0
"83",138,525,0
"84",528,660,1
"85",184,700,0
"86",176,220,1
"87",176,220,1
"88",792,990,1
"89",704,880,1
"90",352,440,1
"91",92,350,1
"92",138,525,0
"93",792,990,1
"94",184,700,0
"95",276,1050,0
"96",792,990,1
"97",92,350,0
"98",88,110,1
"99",414,1575,0
"100",264,330,1
