"","v","w","x"
"1",570,75,1
"2",950,125,1
"3",1140,150,1
"4",760,100,1
"5",136,140,0
"6",1520,200,1
"7",272,280,0
"8",136,140,0
"9",816,840,0
"10",544,560,0
"11",190,25,1
"12",190,25,1
"13",1140,150,1
"14",1224,1260,0
"15",408,420,0
"16",952,980,0
"17",950,125,1
"18",1088,1120,0
"19",1710,225,1
"20",272,280,0
"21",190,25,1
"22",950,125,1
"23",1360,1400,0
"24",1330,175,1
"25",1224,1260,0
"26",272,280,0
"27",1088,1120,0
"28",1140,150,1
"29",680,700,0
"30",1088,1120,0
"31",190,25,1
"32",570,75,1
"33",272,280,0
"34",1520,200,1
"35",1088,1120,0
"36",1088,1120,0
"37",136,140,0
"38",136,140,0
"39",816,840,0
"40",680,700,0
"41",1360,1400,0
"42",1088,1120,0
"43",272,280,0
"44",1330,175,1
"45",1330,175,1
"46",1520,200,1
"47",1360,1400,0
"48",1900,250,1
"49",680,700,0
"50",136,140,0
"51",272,280,0
"52",1710,225,1
"53",760,100,1
"54",190,25,1
"55",570,75,1
"56",272,280,0
"57",1224,1260,0
"58",408,420,0
"59",1224,1260,0
"60",190,25,1
"61",1140,150,1
"62",408,420,0
"63",950,125,1
"64",680,700,0
"65",408,420,0
"66",1088,1120,0
"67",1360,1400,1
"68",190,25,1
"69",272,280,1
"70",1088,1120,0
"71",680,700,0
"72",816,840,0
"73",1140,150,1
"74",380,50,1
"75",1900,250,1
"76",950,125,1
"77",760,100,1
"78",816,840,0
"79",380,50,1
"80",680,700,0
"81",408,420,0
"82",760,100,1
"83",570,75,1
"84",1360,1400,0
"85",760,100,1
"86",272,280,0
"87",816,840,0
"88",1224,1260,0
"89",544,560,0
"90",544,560,0
"91",1140,150,1
"92",1330,175,1
"93",408,420,0
"94",380,50,1
"95",1140,150,1
"96",680,700,1
"97",380,50,1
"98",952,980,1
"99",1330,175,1
"100",136,140,0
