"","v","w","x"
"1",1328,1008,1
"2",1016,1600,0
"3",166,126,0
"4",508,800,0
"5",381,600,0
"6",1660,1260,0
"7",635,1000,0
"8",1016,1600,0
"9",166,126,0
"10",889,1400,0
"11",664,504,0
"12",762,1200,0
"13",254,400,0
"14",762,1200,0
"15",1328,1008,0
"16",332,252,0
"17",762,1200,0
"18",508,800,0
"19",381,600,0
"20",1270,2000,0
"21",996,756,0
"22",508,800,0
"23",381,600,0
"24",1162,882,0
"25",1162,882,0
"26",635,1000,0
"27",254,400,0
"28",1660,1260,0
"29",1494,1134,0
"30",1660,1260,0
"31",830,630,0
"32",1016,1600,0
"33",381,600,0
"34",830,630,0
"35",1494,1134,1
"36",508,800,0
"37",830,630,1
"38",1016,1600,0
"39",166,126,1
"40",1143,1800,0
"41",664,504,0
"42",664,504,1
"43",830,630,1
"44",127,200,0
"45",1143,1800,0
"46",1660,1260,1
"47",635,1000,0
"48",127,200,0
"49",830,630,1
"50",1143,1800,0
"51",498,378,1
"52",127,200,0
"53",127,200,0
"54",1143,1800,0
"55",1270,2000,0
"56",332,252,1
"57",508,800,0
"58",508,800,0
"59",166,126,1
"60",1143,1800,0
"61",1016,1600,0
"62",762,1200,0
"63",498,378,1
"64",381,600,0
"65",635,1000,0
"66",166,126,1
"67",508,800,0
"68",762,1200,0
"69",635,1000,0
"70",889,1400,0
"71",1494,1134,1
"72",166,126,1
"73",996,756,1
"74",1143,1800,0
"75",1328,1008,1
"76",830,630,0
"77",166,126,0
"78",889,1400,0
"79",381,600,0
"80",1162,882,0
"81",996,756,0
"82",381,600,0
"83",127,200,0
"84",254,400,0
"85",996,756,0
"86",996,756,0
"87",166,126,0
"88",1660,1260,1
"89",508,800,0
"90",830,630,1
"91",508,800,0
"92",1016,1600,0
"93",332,252,1
"94",889,1400,0
"95",996,756,1
"96",996,756,1
"97",498,378,1
"98",166,126,1
"99",1162,882,1
"100",1162,882,0
