"","v","w","x"
"1",340,248,0
"2",340,248,0
"3",510,372,0
"4",1190,868,0
"5",128,208,0
"6",510,372,1
"7",96,156,0
"8",256,416,0
"9",288,468,0
"10",224,364,0
"11",680,496,1
"12",1020,744,1
"13",850,620,1
"14",64,104,0
"15",256,416,0
"16",64,104,0
"17",1700,1240,1
"18",32,52,0
"19",1360,992,1
"20",96,156,0
"21",340,248,0
"22",1020,744,0
"23",288,468,0
"24",1360,992,0
"25",320,520,0
"26",96,156,0
"27",96,156,0
"28",170,124,1
"29",320,520,0
"30",160,260,0
"31",340,248,1
"32",1700,1240,1
"33",32,52,0
"34",510,372,1
"35",224,364,0
"36",160,260,0
"37",128,208,0
"38",192,312,0
"39",160,260,0
"40",256,416,0
"41",288,468,0
"42",32,52,0
"43",224,364,0
"44",1700,1240,1
"45",680,496,1
"46",850,620,1
"47",96,156,0
"48",1190,868,1
"49",256,416,0
"50",128,208,0
"51",160,260,0
"52",1360,992,1
"53",510,372,1
"54",1360,992,1
"55",680,496,1
"56",288,468,0
"57",64,104,0
"58",64,104,0
"59",128,208,0
"60",1700,1240,1
"61",1530,1116,1
"62",192,312,0
"63",1020,744,1
"64",256,416,0
"65",128,208,0
"66",32,52,1
"67",160,260,0
"68",1700,1240,1
"69",288,468,0
"70",96,156,0
"71",192,312,0
"72",160,260,0
"73",1530,1116,1
"74",1190,868,1
"75",1190,868,1
"76",1700,1240,1
"77",1190,868,1
"78",224,364,0
"79",510,372,1
"80",256,416,0
"81",192,312,0
"82",850,620,1
"83",340,248,1
"84",160,260,0
"85",1190,868,1
"86",160,260,0
"87",288,468,0
"88",64,104,0
"89",32,52,0
"90",160,260,0
"91",850,620,1
"92",1360,992,1
"93",128,208,0
"94",170,124,1
"95",1190,868,0
"96",128,208,0
"97",1190,868,0
"98",256,416,0
"99",1360,992,1
"100",192,312,0
