"","v","w","x"
"1",12,190,0
"2",48,760,0
"3",30,475,0
"4",42,665,0
"5",360,1014,0
"6",42,665,0
"7",60,169,0
"8",360,1014,0
"9",300,845,0
"10",540,1521,0
"11",48,760,0
"12",24,380,0
"13",30,475,0
"14",120,338,0
"15",120,338,0
"16",600,1690,0
"17",24,380,0
"18",420,1183,0
"19",48,760,0
"20",420,1183,0
"21",12,190,0
"22",60,950,0
"23",60,169,0
"24",12,190,0
"25",120,338,0
"26",420,1183,0
"27",540,1521,0
"28",30,475,0
"29",240,676,0
"30",540,1521,0
"31",12,190,0
"32",48,760,0
"33",180,507,0
"34",42,665,0
"35",540,1521,0
"36",300,845,1
"37",240,676,0
"38",120,338,1
"39",180,507,1
"40",360,1014,1
"41",60,169,1
"42",420,1183,1
"43",300,845,1
"44",60,950,0
"45",60,950,0
"46",18,285,0
"47",180,507,1
"48",30,475,0
"49",240,676,1
"50",480,1352,1
"51",540,1521,1
"52",24,380,0
"53",6,95,0
"54",12,190,0
"55",24,380,0
"56",180,507,1
"57",600,1690,1
"58",600,1690,1
"59",120,338,1
"60",24,380,0
"61",54,855,0
"62",600,1690,1
"63",12,190,0
"64",480,1352,1
"65",120,338,1
"66",180,507,1
"67",420,1183,1
"68",60,950,0
"69",60,169,1
"70",60,169,1
"71",120,338,1
"72",60,169,1
"73",54,855,0
"74",18,285,0
"75",30,475,0
"76",60,950,0
"77",30,475,0
"78",300,845,1
"79",30,475,0
"80",600,1690,1
"81",360,1014,1
"82",18,285,0
"83",24,380,0
"84",420,1183,1
"85",6,95,0
"86",540,1521,1
"87",180,507,1
"88",360,1014,1
"89",420,1183,1
"90",180,507,1
"91",6,95,0
"92",36,570,0
"93",360,1014,1
"94",42,665,0
"95",42,665,0
"96",240,676,1
"97",42,665,0
"98",240,676,1
"99",60,950,0
"100",480,1352,1
