"","v","w","x"
"1",485,575,0
"2",485,575,0
"3",776,920,0
"4",970,1150,0
"5",450,275,0
"6",582,690,0
"7",180,110,0
"8",810,495,0
"9",540,330,0
"10",540,330,0
"11",873,1035,0
"12",291,345,0
"13",388,460,0
"14",810,495,0
"15",810,495,0
"16",630,385,0
"17",679,805,0
"18",360,220,0
"19",679,805,0
"20",900,550,0
"21",873,1035,0
"22",485,575,0
"23",360,220,0
"24",485,575,0
"25",90,55,0
"26",720,440,0
"27",720,440,0
"28",970,1150,0
"29",810,495,0
"30",540,330,0
"31",679,805,0
"32",291,345,0
"33",360,220,0
"34",194,230,0
"35",720,440,0
"36",180,110,0
"37",630,385,0
"38",630,385,0
"39",180,110,0
"40",270,165,0
"41",360,220,0
"42",360,220,1
"43",900,550,0
"44",97,115,0
"45",97,115,0
"46",970,1150,0
"47",900,550,0
"48",194,230,0
"49",630,385,0
"50",630,385,0
"51",360,220,1
"52",97,115,0
"53",388,460,0
"54",97,115,0
"55",679,805,0
"56",720,440,1
"57",810,495,1
"58",810,495,0
"59",810,495,0
"60",97,115,0
"61",582,690,0
"62",810,495,0
"63",873,1035,0
"64",450,275,0
"65",810,495,0
"66",540,330,0
"67",720,440,0
"68",291,345,0
"69",900,550,0
"70",540,330,0
"71",630,385,0
"72",360,220,0
"73",970,1150,0
"74",970,1150,0
"75",388,460,0
"76",873,1035,0
"77",776,920,0
"78",900,550,0
"79",194,230,0
"80",450,275,0
"81",630,385,0
"82",388,460,0
"83",291,345,0
"84",720,440,0
"85",776,920,0
"86",900,550,0
"87",180,110,0
"88",810,495,0
"89",900,550,0
"90",720,440,0
"91",194,230,0
"92",97,115,0
"93",810,495,0
"94",388,460,0
"95",194,230,0
"96",810,495,0
"97",776,920,0
"98",810,495,0
"99",97,115,0
"100",450,275,0
