"","v","w","x"
"1",1820,1800,1
"2",1456,1440,1
"3",546,540,1
"4",546,540,1
"5",46,160,0
"6",1638,1620,1
"7",23,80,0
"8",184,640,0
"9",115,400,0
"10",161,560,0
"11",1820,1800,1
"12",728,720,1
"13",1274,1260,1
"14",92,320,0
"15",138,480,0
"16",184,640,0
"17",364,360,1
"18",207,720,0
"19",1820,1800,1
"20",207,720,0
"21",728,720,0
"22",1820,1800,1
"23",207,720,0
"24",1092,1080,1
"25",230,800,0
"26",23,80,0
"27",23,80,0
"28",1638,1620,1
"29",46,160,0
"30",23,80,0
"31",1092,1080,1
"32",1456,1440,1
"33",207,720,0
"34",546,540,1
"35",207,720,0
"36",69,240,0
"37",184,640,0
"38",138,480,0
"39",161,560,0
"40",138,480,0
"41",161,560,0
"42",207,720,0
"43",161,560,0
"44",1092,1080,1
"45",1456,1440,1
"46",182,180,1
"47",69,240,0
"48",546,540,1
"49",46,160,0
"50",46,160,0
"51",161,560,0
"52",364,360,1
"53",182,180,0
"54",364,360,1
"55",1820,1800,1
"56",161,560,0
"57",46,160,0
"58",92,320,0
"59",46,160,0
"60",728,720,1
"61",1638,1620,1
"62",138,480,0
"63",1456,1440,1
"64",184,640,0
"65",184,640,0
"66",69,240,0
"67",161,560,0
"68",1456,1440,1
"69",23,80,0
"70",69,240,0
"71",230,800,0
"72",115,400,0
"73",910,900,1
"74",910,900,1
"75",182,180,1
"76",1092,1080,1
"77",182,180,1
"78",23,80,0
"79",546,540,1
"80",184,640,0
"81",92,320,0
"82",910,900,1
"83",728,720,1
"84",207,720,0
"85",910,900,1
"86",207,720,0
"87",161,560,0
"88",138,480,0
"89",23,80,0
"90",161,560,0
"91",546,540,1
"92",728,720,1
"93",230,800,0
"94",546,540,1
"95",546,540,1
"96",230,800,0
"97",546,540,0
"98",46,160,0
"99",1092,1080,1
"100",92,320,0
