"","v","w","x"
"1",608,488,1
"2",640,796,1
"3",1064,854,1
"4",640,796,1
"5",1120,1393,1
"6",1520,1220,1
"7",480,597,1
"8",1600,1990,1
"9",1368,1098,1
"10",1120,1393,1
"11",1520,1220,1
"12",320,398,1
"13",320,398,1
"14",640,796,1
"15",1520,1220,1
"16",912,732,1
"17",320,398,1
"18",640,796,1
"19",800,995,1
"20",640,796,1
"21",1216,976,1
"22",320,398,0
"23",480,597,0
"24",1368,1098,1
"25",1368,1098,1
"26",1120,1393,1
"27",960,1194,1
"28",304,244,1
"29",1064,854,1
"30",608,488,1
"31",456,366,1
"32",960,1194,1
"33",480,597,0
"34",1368,1098,1
"35",152,122,1
"36",960,1194,1
"37",760,610,1
"38",640,796,1
"39",1064,854,1
"40",160,199,1
"41",304,244,1
"42",608,488,1
"43",760,610,1
"44",480,597,1
"45",480,597,1
"46",912,732,1
"47",1440,1791,1
"48",1120,1393,1
"49",152,122,1
"50",1120,1393,1
"51",1064,854,1
"52",1440,1791,1
"53",1120,1393,1
"54",480,597,1
"55",1600,1990,0
"56",1216,976,1
"57",1280,1592,0
"58",640,796,0
"59",760,610,1
"60",480,597,0
"61",320,398,0
"62",640,796,0
"63",152,122,0
"64",160,199,0
"65",1440,1791,0
"66",760,610,1
"67",1600,1990,0
"68",320,398,0
"69",480,597,0
"70",800,995,1
"71",456,366,1
"72",760,610,1
"73",912,732,1
"74",480,597,1
"75",1216,976,1
"76",1368,1098,1
"77",1064,854,1
"78",160,199,1
"79",1440,1791,1
"80",1064,854,1
"81",1520,1220,1
"82",480,597,1
"83",480,597,1
"84",1280,1592,1
"85",912,732,1
"86",1520,1220,1
"87",1368,1098,1
"88",608,488,1
"89",960,1194,1
"90",1368,1098,1
"91",960,1194,1
"92",640,796,1
"93",304,244,1
"94",800,995,1
"95",304,244,1
"96",1216,976,1
"97",1064,854,1
"98",456,366,1
"99",1064,854,1
"100",1064,854,1
