"","v","w","x"
"1",50,230,0
"2",40,184,0
"3",15,69,0
"4",25,115,0
"5",1340,1350,0
"6",45,207,0
"7",670,675,1
"8",1072,1080,1
"9",670,675,1
"10",670,675,0
"11",10,46,0
"12",40,184,0
"13",15,69,0
"14",1340,1350,0
"15",268,270,0
"16",536,540,0
"17",30,138,0
"18",938,945,0
"19",30,138,0
"20",1206,1215,0
"21",50,230,0
"22",10,46,0
"23",938,945,1
"24",10,46,0
"25",1072,1080,1
"26",938,945,1
"27",938,945,0
"28",35,161,0
"29",536,540,0
"30",134,135,0
"31",10,46,0
"32",10,46,0
"33",1206,1215,0
"34",5,23,0
"35",402,405,0
"36",670,675,1
"37",536,540,1
"38",1072,1080,1
"39",1206,1215,1
"40",268,270,1
"41",938,945,1
"42",670,675,1
"43",938,945,1
"44",40,184,0
"45",30,138,0
"46",45,207,0
"47",402,405,1
"48",5,23,0
"49",268,270,1
"50",1340,1350,1
"51",134,135,1
"52",10,46,0
"53",25,115,0
"54",10,46,0
"55",10,46,0
"56",402,405,1
"57",268,270,1
"58",268,270,1
"59",804,810,1
"60",40,184,0
"61",45,207,0
"62",268,270,1
"63",50,230,0
"64",1072,1080,1
"65",804,810,1
"66",1206,1215,1
"67",402,405,1
"68",50,230,0
"69",938,945,1
"70",670,675,1
"71",1340,1350,1
"72",938,945,1
"73",45,207,0
"74",5,23,0
"75",45,207,0
"76",50,230,0
"77",45,207,0
"78",1206,1215,1
"79",15,69,0
"80",1072,1080,1
"81",804,810,1
"82",25,115,1
"83",50,230,0
"84",670,675,1
"85",15,69,0
"86",402,405,1
"87",402,405,1
"88",804,810,1
"89",402,405,0
"90",670,675,1
"91",5,23,0
"92",40,184,0
"93",1340,1350,1
"94",25,115,0
"95",25,115,0
"96",536,540,1
"97",25,115,0
"98",1340,1350,1
"99",40,184,0
"100",804,810,1
