"","v","w","x"
"1",58,276,0
"2",232,1104,1
"3",87,414,0
"4",261,1242,1
"5",164,96,1
"6",261,1242,1
"7",287,168,1
"8",328,192,1
"9",205,120,1
"10",287,168,1
"11",232,1104,1
"12",232,1104,1
"13",29,138,1
"14",328,192,1
"15",410,240,1
"16",164,96,1
"17",232,1104,0
"18",123,72,1
"19",116,552,0
"20",369,216,1
"21",232,1104,0
"22",290,1380,0
"23",41,24,1
"24",232,1104,0
"25",410,240,1
"26",123,72,1
"27",205,120,1
"28",29,138,0
"29",328,192,1
"30",369,216,1
"31",290,1380,0
"32",58,276,0
"33",41,24,1
"34",145,690,0
"35",123,72,1
"36",369,216,1
"37",410,240,1
"38",164,96,1
"39",205,120,1
"40",410,240,1
"41",369,216,1
"42",123,72,1
"43",205,120,1
"44",58,276,0
"45",290,1380,0
"46",29,138,0
"47",123,72,1
"48",87,414,0
"49",164,96,1
"50",164,96,1
"51",123,72,1
"52",58,276,0
"53",203,966,0
"54",58,276,0
"55",232,1104,0
"56",369,216,1
"57",82,48,1
"58",328,192,1
"59",246,144,1
"60",232,1104,0
"61",261,1242,0
"62",328,192,1
"63",116,552,0
"64",328,192,1
"65",410,240,1
"66",369,216,1
"67",41,24,1
"68",116,552,0
"69",287,168,1
"70",123,72,1
"71",82,48,1
"72",123,72,1
"73",29,138,0
"74",261,1242,0
"75",87,414,0
"76",116,552,0
"77",87,414,0
"78",123,72,1
"79",87,414,1
"80",410,240,1
"81",410,240,1
"82",87,414,1
"83",290,1380,1
"84",123,72,1
"85",203,966,0
"86",123,72,1
"87",41,24,1
"88",246,144,1
"89",369,216,1
"90",41,24,1
"91",203,966,1
"92",290,1380,1
"93",328,192,1
"94",261,1242,1
"95",261,1242,1
"96",246,144,1
"97",261,1242,1
"98",164,96,1
"99",58,276,1
"100",410,240,1
