"","v","w","x"
"1",384,183,1
"2",57,178,1
"3",768,366,1
"4",399,1246,1
"5",228,712,1
"6",640,305,1
"7",456,1424,1
"8",399,1246,1
"9",256,122,1
"10",342,1068,1
"11",1152,549,1
"12",57,178,1
"13",171,534,1
"14",399,1246,1
"15",384,183,1
"16",896,427,1
"17",285,890,1
"18",513,1602,1
"19",342,1068,1
"20",171,534,1
"21",1152,549,1
"22",57,178,1
"23",342,1068,1
"24",1024,488,1
"25",256,122,1
"26",456,1424,1
"27",171,534,1
"28",384,183,1
"29",256,122,1
"30",896,427,1
"31",512,244,1
"32",399,1246,1
"33",342,1068,1
"34",1280,610,1
"35",512,244,1
"36",285,890,1
"37",768,366,1
"38",171,534,1
"39",1280,610,1
"40",456,1424,1
"41",384,183,1
"42",896,427,1
"43",768,366,1
"44",342,1068,1
"45",228,712,1
"46",896,427,1
"47",570,1780,1
"48",456,1424,1
"49",1024,488,1
"50",456,1424,1
"51",1280,610,1
"52",570,1780,1
"53",114,356,1
"54",114,356,1
"55",171,534,1
"56",384,183,1
"57",513,1602,1
"58",57,178,1
"59",768,366,1
"60",342,1068,1
"61",171,534,0
"62",285,890,1
"63",256,122,1
"64",228,712,1
"65",342,1068,1
"66",512,244,1
"67",513,1602,1
"68",57,178,0
"69",228,712,1
"70",456,1424,1
"71",1280,610,1
"72",1024,488,1
"73",1152,549,1
"74",114,356,1
"75",128,61,1
"76",256,122,1
"77",768,366,1
"78",570,1780,1
"79",114,356,1
"80",256,122,1
"81",384,183,1
"82",228,712,1
"83",342,1068,1
"84",171,534,1
"85",640,305,1
"86",1152,549,1
"87",512,244,1
"88",896,427,1
"89",513,1602,1
"90",768,366,1
"91",285,890,1
"92",171,534,1
"93",1152,549,1
"94",342,1068,1
"95",384,183,1
"96",896,427,1
"97",512,244,1
"98",1024,488,1
"99",1024,488,1
"100",512,244,1
