"","v","w","x"
"1",411,99,1
"2",315,854,1
"3",822,198,1
"4",405,1098,1
"5",270,732,1
"6",1233,297,1
"7",450,1220,1
"8",315,854,1
"9",822,198,1
"10",270,732,1
"11",411,99,1
"12",225,610,1
"13",405,1098,1
"14",225,610,1
"15",685,165,1
"16",1233,297,1
"17",135,366,1
"18",45,122,1
"19",90,244,1
"20",315,854,1
"21",959,231,1
"22",225,610,1
"23",270,732,0
"24",1096,264,1
"25",548,132,1
"26",360,976,1
"27",225,610,1
"28",411,99,1
"29",1370,330,1
"30",411,99,1
"31",274,66,1
"32",405,1098,1
"33",270,732,1
"34",274,66,1
"35",274,66,1
"36",405,1098,1
"37",274,66,1
"38",135,366,1
"39",1370,330,1
"40",450,1220,1
"41",685,165,1
"42",1233,297,1
"43",822,198,1
"44",360,976,1
"45",450,1220,1
"46",411,99,1
"47",450,1220,1
"48",180,488,1
"49",274,66,1
"50",360,976,1
"51",1096,264,1
"52",270,732,1
"53",180,488,1
"54",270,732,1
"55",225,610,1
"56",685,165,1
"57",405,1098,1
"58",315,854,1
"59",1096,264,1
"60",180,488,0
"61",45,122,0
"62",315,854,1
"63",1370,330,1
"64",180,488,1
"65",180,488,1
"66",1370,330,1
"67",225,610,1
"68",135,366,0
"69",450,1220,1
"70",270,732,1
"71",548,132,1
"72",1096,264,1
"73",411,99,1
"74",180,488,1
"75",959,231,1
"76",822,198,1
"77",274,66,1
"78",270,732,1
"79",90,244,1
"80",274,66,1
"81",685,165,1
"82",180,488,1
"83",180,488,1
"84",45,122,1
"85",959,231,1
"86",959,231,1
"87",822,198,1
"88",137,33,1
"89",315,854,1
"90",548,132,1
"91",315,854,1
"92",225,610,0
"93",411,99,1
"94",180,488,1
"95",959,231,1
"96",1233,297,1
"97",1096,264,1
"98",548,132,1
"99",274,66,1
"100",1096,264,1
