"","v","w","x"
"1",28,672,0
"2",56,1344,1
"3",35,840,0
"4",63,1512,0
"5",370,8,1
"6",35,840,0
"7",1295,28,1
"8",1110,24,1
"9",555,12,1
"10",555,12,1
"11",28,672,1
"12",70,1680,1
"13",49,1176,0
"14",1110,24,1
"15",370,8,1
"16",1110,24,1
"17",14,336,0
"18",1295,28,1
"19",70,1680,0
"20",925,20,1
"21",14,336,0
"22",56,1344,0
"23",925,20,1
"24",14,336,0
"25",740,16,1
"26",1295,28,1
"27",555,12,1
"28",7,168,0
"29",1110,24,1
"30",925,20,1
"31",14,336,0
"32",14,336,0
"33",1295,28,1
"34",21,504,0
"35",925,20,1
"36",1295,28,1
"37",370,8,1
"38",1110,24,1
"39",1295,28,1
"40",1480,32,1
"41",925,20,1
"42",1295,28,1
"43",185,4,1
"44",70,1680,0
"45",28,672,0
"46",35,840,0
"47",185,4,1
"48",49,1176,0
"49",1480,32,1
"50",1110,24,1
"51",1665,36,1
"52",42,1008,0
"53",49,1176,0
"54",14,336,0
"55",42,1008,0
"56",185,4,1
"57",1850,40,1
"58",1850,40,1
"59",1480,32,1
"60",56,1344,0
"61",49,1176,0
"62",1480,32,1
"63",14,336,0
"64",1850,40,1
"65",1850,40,1
"66",1665,36,1
"67",185,4,1
"68",70,1680,0
"69",555,12,1
"70",1665,36,1
"71",1110,24,1
"72",1295,28,1
"73",63,1512,0
"74",49,1176,0
"75",7,168,0
"76",56,1344,0
"77",7,168,0
"78",555,12,1
"79",35,840,1
"80",1850,40,1
"81",1110,24,1
"82",21,504,0
"83",70,1680,0
"84",1295,28,1
"85",49,1176,0
"86",555,12,1
"87",925,20,1
"88",1110,24,1
"89",555,12,1
"90",185,4,1
"91",63,1512,1
"92",42,1008,0
"93",1850,40,1
"94",49,1176,0
"95",63,1512,0
"96",740,16,1
"97",7,168,0
"98",1850,40,1
"99",70,1680,1
"100",1480,32,1
