"","v","w","x"
"1",512,316,1
"2",196,576,1
"3",896,553,1
"4",490,1440,1
"5",441,1296,1
"6",1280,790,1
"7",343,1008,1
"8",490,1440,1
"9",1152,711,1
"10",441,1296,1
"11",1024,632,1
"12",294,864,1
"13",294,864,1
"14",392,1152,1
"15",512,316,1
"16",256,158,1
"17",392,1152,1
"18",392,1152,1
"19",441,1296,1
"20",98,288,1
"21",256,158,1
"22",98,288,0
"23",147,432,0
"24",128,79,1
"25",128,79,1
"26",49,144,1
"27",490,1440,1
"28",512,316,1
"29",384,237,1
"30",256,158,1
"31",640,395,1
"32",490,1440,1
"33",245,720,0
"34",128,79,1
"35",640,395,1
"36",196,576,0
"37",896,553,1
"38",98,288,0
"39",640,395,1
"40",245,720,0
"41",256,158,1
"42",1024,632,1
"43",384,237,1
"44",441,1296,0
"45",245,720,1
"46",1024,632,1
"47",441,1296,1
"48",441,1296,1
"49",384,237,1
"50",441,1296,1
"51",384,237,1
"52",441,1296,1
"53",49,144,1
"54",245,720,0
"55",294,864,0
"56",256,158,1
"57",392,1152,0
"58",294,864,0
"59",128,79,1
"60",343,1008,0
"61",490,1440,0
"62",294,864,0
"63",896,553,1
"64",49,144,0
"65",49,144,0
"66",1152,711,1
"67",196,576,0
"68",392,1152,0
"69",441,1296,0
"70",245,720,1
"71",640,395,1
"72",384,237,1
"73",512,316,1
"74",343,1008,1
"75",1280,790,1
"76",640,395,1
"77",1152,711,1
"78",147,432,1
"79",441,1296,1
"80",896,553,1
"81",768,474,1
"82",147,432,0
"83",343,1008,1
"84",490,1440,1
"85",1024,632,1
"86",512,316,1
"87",384,237,1
"88",512,316,1
"89",196,576,1
"90",128,79,1
"91",490,1440,1
"92",490,1440,1
"93",256,158,1
"94",49,144,1
"95",1280,790,1
"96",768,474,1
"97",640,395,1
"98",640,395,1
"99",384,237,1
"100",384,237,1
