"","v","w","x"
"1",72,616,0
"2",36,308,0
"3",90,770,0
"4",90,770,0
"5",1760,310,1
"6",18,154,0
"7",528,93,1
"8",1056,186,1
"9",1584,279,1
"10",528,93,1
"11",180,1540,0
"12",144,1232,1
"13",18,154,0
"14",1408,248,1
"15",1760,310,1
"16",352,62,1
"17",72,616,0
"18",880,155,1
"19",72,616,0
"20",1584,279,1
"21",108,924,0
"22",72,616,0
"23",880,155,1
"24",180,1540,0
"25",704,124,1
"26",880,155,1
"27",176,31,1
"28",162,1386,0
"29",1408,248,1
"30",176,31,1
"31",108,924,0
"32",180,1540,0
"33",880,155,1
"34",18,154,0
"35",1232,217,1
"36",528,93,1
"37",1056,186,1
"38",1056,186,1
"39",1232,217,1
"40",1056,186,1
"41",880,155,1
"42",880,155,1
"43",528,93,1
"44",108,924,0
"45",180,1540,0
"46",162,1386,0
"47",176,31,1
"48",18,154,0
"49",352,62,1
"50",704,124,1
"51",176,31,1
"52",180,1540,0
"53",90,770,0
"54",144,1232,0
"55",36,308,0
"56",1584,279,1
"57",1760,310,1
"58",352,62,1
"59",1056,186,1
"60",180,1540,0
"61",126,1078,0
"62",1056,186,1
"63",72,616,0
"64",1760,310,1
"65",704,124,1
"66",176,31,1
"67",528,93,1
"68",108,924,0
"69",1232,217,1
"70",1584,279,1
"71",1760,310,1
"72",1232,217,1
"73",126,1078,0
"74",54,462,0
"75",90,770,0
"76",108,924,0
"77",90,770,0
"78",1232,217,1
"79",90,770,0
"80",1760,310,1
"81",704,124,1
"82",54,462,0
"83",36,308,0
"84",176,31,1
"85",126,1078,0
"86",880,155,1
"87",528,93,1
"88",1760,310,1
"89",880,155,1
"90",528,93,1
"91",162,1386,0
"92",36,308,0
"93",1056,186,1
"94",162,1386,0
"95",126,1078,0
"96",1760,310,1
"97",126,1078,0
"98",704,124,1
"99",144,1232,1
"100",704,124,1
