"","v","w","x"
"1",27,31,0
"2",135,155,1
"3",108,124,1
"4",270,310,1
"5",333,456,0
"6",54,62,1
"7",888,1216,0
"8",333,456,0
"9",666,912,0
"10",666,912,0
"11",189,217,1
"12",135,155,1
"13",162,186,1
"14",777,1064,0
"15",777,1064,0
"16",999,1368,0
"17",189,217,1
"18",1110,1520,0
"19",243,279,1
"20",666,912,1
"21",81,93,1
"22",243,279,1
"23",444,608,1
"24",27,31,0
"25",555,760,1
"26",666,912,1
"27",888,1216,1
"28",162,186,1
"29",111,152,1
"30",222,304,1
"31",135,155,1
"32",243,279,1
"33",666,912,0
"34",216,248,1
"35",222,304,0
"36",444,608,0
"37",555,760,1
"38",111,152,0
"39",666,912,0
"40",333,456,0
"41",222,304,0
"42",1110,1520,0
"43",666,912,0
"44",81,93,1
"45",27,31,1
"46",108,124,1
"47",444,608,0
"48",108,124,1
"49",111,152,0
"50",777,1064,0
"51",222,304,0
"52",135,155,1
"53",216,248,1
"54",27,31,1
"55",189,217,1
"56",888,1216,0
"57",111,152,0
"58",777,1064,0
"59",333,456,0
"60",189,217,1
"61",270,310,1
"62",111,152,1
"63",27,31,1
"64",333,456,1
"65",111,152,1
"66",222,304,1
"67",666,912,1
"68",243,279,1
"69",1110,1520,1
"70",222,304,1
"71",999,1368,1
"72",444,608,1
"73",54,62,1
"74",270,310,1
"75",270,310,1
"76",81,93,1
"77",108,124,1
"78",444,608,1
"79",216,248,1
"80",333,456,1
"81",999,1368,1
"82",108,124,1
"83",243,279,1
"84",222,304,1
"85",270,310,1
"86",888,1216,1
"87",888,1216,1
"88",999,1368,1
"89",1110,1520,1
"90",222,304,1
"91",270,310,1
"92",135,155,1
"93",111,152,1
"94",162,186,1
"95",270,310,1
"96",111,152,1
"97",108,124,1
"98",999,1368,1
"99",81,93,1
"100",555,760,0
