"","v","w","x"
"1",84,394,0
"2",84,394,0
"3",210,985,0
"4",294,1379,0
"5",1264,688,1
"6",42,197,0
"7",1422,774,1
"8",948,516,1
"9",1422,774,1
"10",158,86,1
"11",84,394,0
"12",84,394,0
"13",294,1379,0
"14",632,344,1
"15",1264,688,1
"16",1264,688,1
"17",336,1576,0
"18",158,86,1
"19",420,1970,0
"20",158,86,1
"21",84,394,0
"22",168,788,0
"23",474,258,1
"24",336,1576,0
"25",316,172,1
"26",158,86,1
"27",1106,602,0
"28",294,1379,0
"29",1580,860,1
"30",474,258,1
"31",84,394,0
"32",168,788,0
"33",790,430,1
"34",378,1773,0
"35",158,86,1
"36",1106,602,1
"37",632,344,1
"38",1580,860,1
"39",1422,774,1
"40",316,172,1
"41",474,258,1
"42",158,86,1
"43",474,258,1
"44",420,1970,0
"45",336,1576,0
"46",378,1773,0
"47",158,86,1
"48",42,197,0
"49",316,172,1
"50",316,172,1
"51",474,258,1
"52",420,1970,0
"53",378,1773,0
"54",336,1576,0
"55",168,788,0
"56",1106,602,1
"57",1580,860,1
"58",1580,860,1
"59",1580,860,1
"60",252,1182,0
"61",294,1379,0
"62",632,344,1
"63",252,1182,0
"64",1580,860,1
"65",316,172,1
"66",1106,602,1
"67",1422,774,1
"68",420,1970,0
"69",474,258,1
"70",1422,774,1
"71",1580,860,1
"72",1422,774,1
"73",378,1773,0
"74",378,1773,0
"75",126,591,0
"76",420,1970,0
"77",126,591,0
"78",474,258,1
"79",210,985,0
"80",1580,860,1
"81",948,516,1
"82",126,591,0
"83",336,1576,0
"84",1106,602,1
"85",126,591,0
"86",158,86,1
"87",1422,774,1
"88",1580,860,1
"89",790,430,1
"90",158,86,1
"91",210,985,0
"92",252,1182,0
"93",1264,688,1
"94",42,197,0
"95",378,1773,0
"96",632,344,0
"97",378,1773,0
"98",316,172,1
"99",420,1970,0
"100",1264,688,1
