"","v","w","x"
"1",736,504,1
"2",1472,1008,0
"3",1288,882,0
"4",920,630,0
"5",8,296,0
"6",920,630,0
"7",4,148,0
"8",24,888,0
"9",12,444,0
"10",20,740,0
"11",736,504,0
"12",1104,756,0
"13",184,126,0
"14",40,1480,0
"15",24,888,0
"16",40,1480,0
"17",1104,756,0
"18",36,1332,0
"19",736,504,0
"20",12,444,0
"21",1104,756,0
"22",1472,1008,0
"23",28,1036,0
"24",1104,756,0
"25",16,592,0
"26",36,1332,0
"27",28,1036,0
"28",552,378,0
"29",8,296,0
"30",20,740,0
"31",1104,756,1
"32",1472,1008,1
"33",28,1036,0
"34",920,630,0
"35",36,1332,0
"36",12,444,0
"37",24,888,0
"38",16,592,0
"39",20,740,0
"40",16,592,0
"41",28,1036,0
"42",4,148,0
"43",4,148,0
"44",1104,756,1
"45",1104,756,1
"46",1288,882,0
"47",4,148,0
"48",1288,882,0
"49",40,1480,0
"50",32,1184,0
"51",20,740,0
"52",1104,756,0
"53",552,378,0
"54",736,504,0
"55",368,252,1
"56",20,740,0
"57",40,1480,0
"58",8,296,0
"59",16,592,0
"60",368,252,1
"61",1288,882,1
"62",40,1480,0
"63",1472,1008,0
"64",40,1480,0
"65",8,296,0
"66",12,444,0
"67",20,740,0
"68",1104,756,1
"69",28,1036,0
"70",28,1036,0
"71",32,1184,0
"72",20,740,0
"73",1288,882,0
"74",184,126,1
"75",552,378,1
"76",1104,756,1
"77",552,378,1
"78",20,740,0
"79",1288,882,1
"80",40,1480,0
"81",16,592,0
"82",552,378,1
"83",1104,756,1
"84",4,148,0
"85",184,126,1
"86",28,1036,0
"87",36,1332,0
"88",24,888,0
"89",12,444,0
"90",12,444,0
"91",552,378,0
"92",368,252,0
"93",32,1184,0
"94",552,378,0
"95",1288,882,0
"96",40,1480,0
"97",1656,1134,0
"98",40,1480,0
"99",1472,1008,0
"100",24,888,0
