"","v","w","x"
"1",560,260,1
"2",312,1376,1
"3",980,455,1
"4",312,1376,1
"5",351,1548,1
"6",840,390,1
"7",195,860,1
"8",390,1720,1
"9",420,195,1
"10",273,1204,1
"11",560,260,1
"12",156,688,1
"13",390,1720,1
"14",390,1720,1
"15",280,130,1
"16",1400,650,1
"17",390,1720,1
"18",234,1032,1
"19",117,516,1
"20",312,1376,1
"21",840,390,1
"22",312,1376,0
"23",117,516,0
"24",1260,585,1
"25",1260,585,1
"26",351,1548,1
"27",312,1376,1
"28",280,130,1
"29",700,325,1
"30",1120,520,1
"31",1260,585,1
"32",312,1376,1
"33",117,516,0
"34",1260,585,1
"35",1260,585,1
"36",390,1720,1
"37",140,65,1
"38",156,688,1
"39",700,325,1
"40",117,516,0
"41",280,130,1
"42",840,390,1
"43",700,325,1
"44",195,860,0
"45",351,1548,1
"46",280,130,1
"47",351,1548,1
"48",117,516,1
"49",980,455,1
"50",351,1548,1
"51",700,325,1
"52",195,860,1
"53",351,1548,1
"54",351,1548,1
"55",156,688,0
"56",1400,650,1
"57",312,1376,0
"58",390,1720,0
"59",980,455,1
"60",351,1548,0
"61",78,344,0
"62",234,1032,0
"63",1260,585,1
"64",39,172,0
"65",195,860,0
"66",140,65,1
"67",234,1032,0
"68",156,688,0
"69",39,172,0
"70",195,860,1
"71",1260,585,1
"72",700,325,1
"73",1400,650,1
"74",195,860,1
"75",560,260,1
"76",420,195,1
"77",420,195,1
"78",273,1204,1
"79",351,1548,1
"80",980,455,1
"81",280,130,1
"82",117,516,1
"83",39,172,1
"84",156,688,1
"85",840,390,1
"86",1120,520,1
"87",140,65,1
"88",1400,650,1
"89",234,1032,1
"90",700,325,1
"91",312,1376,1
"92",234,1032,1
"93",1120,520,1
"94",117,516,0
"95",840,390,1
"96",280,130,1
"97",140,65,1
"98",1260,585,1
"99",1260,585,1
"100",140,65,1
