"","v","w","x"
"1",1379,1015,1
"2",35,81,0
"3",1970,1450,0
"4",175,405,0
"5",210,486,0
"6",1773,1305,0
"7",140,324,0
"8",105,243,0
"9",1970,1450,0
"10",140,324,0
"11",197,145,0
"12",315,729,0
"13",35,81,0
"14",315,729,0
"15",1379,1015,0
"16",985,725,0
"17",175,405,0
"18",105,243,0
"19",140,324,0
"20",245,567,0
"21",985,725,0
"22",315,729,0
"23",140,324,0
"24",1970,1450,0
"25",1970,1450,0
"26",350,810,0
"27",105,243,0
"28",1379,1015,0
"29",1970,1450,0
"30",197,145,0
"31",1576,1160,0
"32",105,243,0
"33",140,324,0
"34",788,580,1
"35",1970,1450,1
"36",105,243,0
"37",1576,1160,1
"38",315,729,0
"39",1182,870,1
"40",280,648,0
"41",591,435,1
"42",591,435,1
"43",1970,1450,1
"44",140,324,0
"45",70,162,0
"46",985,725,1
"47",210,486,0
"48",140,324,0
"49",788,580,1
"50",210,486,0
"51",394,290,0
"52",210,486,0
"53",350,810,0
"54",70,162,0
"55",105,243,0
"56",591,435,1
"57",175,405,0
"58",35,81,0
"59",788,580,1
"60",350,810,0
"61",315,729,0
"62",105,243,0
"63",1576,1160,1
"64",210,486,0
"65",140,324,0
"66",1576,1160,1
"67",35,81,0
"68",175,405,0
"69",140,324,0
"70",350,810,0
"71",1576,1160,1
"72",1182,870,1
"73",1379,1015,1
"74",350,810,0
"75",985,725,1
"76",1576,1160,1
"77",394,290,1
"78",210,486,0
"79",210,486,0
"80",394,290,1
"81",1773,1305,1
"82",140,324,0
"83",70,162,0
"84",315,729,0
"85",591,435,1
"86",591,435,1
"87",1576,1160,1
"88",1379,1015,1
"89",315,729,0
"90",788,580,1
"91",315,729,0
"92",245,567,0
"93",985,725,1
"94",70,162,0
"95",1379,1015,1
"96",985,725,1
"97",1576,1160,1
"98",1576,1160,1
"99",1576,1160,1
"100",788,580,0
