"","v","w","x"
"1",1232,1120,1
"2",548,692,0
"3",154,140,0
"4",1096,1384,0
"5",411,519,0
"6",616,560,0
"7",959,1211,0
"8",1096,1384,0
"9",1078,980,0
"10",1233,1557,0
"11",1540,1400,0
"12",1370,1730,0
"13",1096,1384,0
"14",548,692,0
"15",1540,1400,0
"16",616,560,0
"17",548,692,0
"18",548,692,0
"19",137,173,0
"20",822,1038,0
"21",308,280,0
"22",1096,1384,0
"23",411,519,0
"24",1078,980,0
"25",1078,980,0
"26",959,1211,0
"27",548,692,0
"28",1540,1400,0
"29",1386,1260,0
"30",616,560,0
"31",462,420,0
"32",274,346,0
"33",685,865,0
"34",1078,980,0
"35",1078,980,1
"36",1096,1384,0
"37",462,420,0
"38",822,1038,0
"39",1386,1260,1
"40",137,173,0
"41",616,560,1
"42",924,840,1
"43",770,700,1
"44",411,519,0
"45",685,865,0
"46",924,840,1
"47",685,865,0
"48",959,1211,0
"49",154,140,1
"50",137,173,0
"51",154,140,1
"52",685,865,0
"53",685,865,0
"54",685,865,0
"55",548,692,0
"56",616,560,1
"57",548,692,0
"58",1370,1730,0
"59",462,420,1
"60",959,1211,0
"61",822,1038,0
"62",822,1038,0
"63",154,140,1
"64",411,519,0
"65",137,173,0
"66",1386,1260,1
"67",274,346,0
"68",1370,1730,0
"69",411,519,0
"70",959,1211,0
"71",770,700,1
"72",154,140,1
"73",1232,1120,1
"74",137,173,0
"75",616,560,1
"76",1078,980,0
"77",1078,980,0
"78",411,519,0
"79",411,519,0
"80",1078,980,0
"81",1540,1400,0
"82",411,519,0
"83",1233,1557,0
"84",1370,1730,0
"85",1232,1120,0
"86",616,560,0
"87",462,420,0
"88",616,560,0
"89",274,346,0
"90",154,140,0
"91",822,1038,0
"92",274,346,0
"93",924,840,0
"94",959,1211,0
"95",1540,1400,0
"96",1540,1400,0
"97",1078,980,0
"98",1078,980,0
"99",1386,1260,0
"100",154,140,0
