"","v","w","x"
"1",1700,510,1
"2",340,102,1
"3",510,153,1
"4",850,255,1
"5",848,1176,1
"6",850,255,1
"7",954,1323,1
"8",848,1176,1
"9",106,147,1
"10",318,441,1
"11",1360,408,1
"12",1700,510,1
"13",510,153,1
"14",848,1176,1
"15",848,1176,1
"16",636,882,1
"17",680,204,1
"18",106,147,1
"19",1020,306,1
"20",742,1029,1
"21",1700,510,1
"22",1020,306,1
"23",742,1029,1
"24",1360,408,1
"25",636,882,1
"26",318,441,1
"27",106,147,1
"28",850,255,1
"29",848,1176,1
"30",954,1323,1
"31",680,204,1
"32",680,204,1
"33",742,1029,1
"34",1190,357,1
"35",106,147,0
"36",530,735,0
"37",424,588,0
"38",212,294,0
"39",106,147,0
"40",636,882,0
"41",318,441,0
"42",106,147,0
"43",954,1323,0
"44",1360,408,1
"45",1700,510,1
"46",510,153,1
"47",530,735,0
"48",850,255,1
"49",636,882,0
"50",636,882,0
"51",742,1029,1
"52",680,204,1
"53",1190,357,1
"54",1360,408,1
"55",340,102,1
"56",954,1323,0
"57",212,294,0
"58",212,294,0
"59",848,1176,0
"60",1020,306,1
"61",170,51,1
"62",848,1176,1
"63",1020,306,1
"64",848,1176,1
"65",636,882,1
"66",742,1029,1
"67",106,147,1
"68",340,102,1
"69",530,735,1
"70",530,735,1
"71",212,294,1
"72",954,1323,1
"73",1190,357,1
"74",850,255,1
"75",170,51,1
"76",1700,510,1
"77",170,51,1
"78",954,1323,1
"79",170,51,1
"80",848,1176,1
"81",636,882,1
"82",850,255,1
"83",1020,306,1
"84",530,735,1
"85",1530,459,1
"86",106,147,1
"87",742,1029,1
"88",212,294,1
"89",530,735,1
"90",742,1029,1
"91",850,255,1
"92",1360,408,1
"93",848,1176,1
"94",170,51,1
"95",510,153,1
"96",424,588,1
"97",510,153,1
"98",212,294,1
"99",1360,408,1
"100",636,882,0
