"","v","w","x"
"1",1188,1359,1
"2",475,840,0
"3",1320,1510,0
"4",95,168,0
"5",190,336,0
"6",396,453,0
"7",190,336,0
"8",285,504,0
"9",528,604,0
"10",760,1344,0
"11",396,453,0
"12",855,1512,0
"13",855,1512,0
"14",855,1512,0
"15",1188,1359,0
"16",396,453,0
"17",95,168,0
"18",475,840,0
"19",190,336,0
"20",855,1512,0
"21",396,453,0
"22",95,168,0
"23",760,1344,0
"24",264,302,0
"25",264,302,0
"26",950,1680,0
"27",855,1512,0
"28",660,755,0
"29",1320,1510,0
"30",132,151,0
"31",528,604,0
"32",855,1512,0
"33",760,1344,0
"34",1320,1510,0
"35",528,604,1
"36",665,1176,0
"37",528,604,1
"38",95,168,0
"39",1320,1510,1
"40",380,672,0
"41",1188,1359,1
"42",660,755,0
"43",792,906,1
"44",760,1344,0
"45",190,336,0
"46",396,453,1
"47",570,1008,0
"48",380,672,0
"49",264,302,1
"50",570,1008,0
"51",1056,1208,1
"52",380,672,0
"53",760,1344,0
"54",760,1344,0
"55",665,1176,0
"56",396,453,0
"57",285,504,0
"58",665,1176,0
"59",264,302,1
"60",190,336,0
"61",665,1176,0
"62",95,168,0
"63",1056,1208,1
"64",760,1344,0
"65",760,1344,0
"66",1320,1510,1
"67",285,504,0
"68",665,1176,0
"69",380,672,0
"70",760,1344,0
"71",792,906,1
"72",1320,1510,1
"73",132,151,0
"74",570,1008,0
"75",924,1057,0
"76",264,302,0
"77",528,604,0
"78",950,1680,0
"79",760,1344,0
"80",264,302,0
"81",396,453,0
"82",380,672,0
"83",380,672,0
"84",665,1176,0
"85",396,453,0
"86",660,755,0
"87",264,302,0
"88",132,151,0
"89",285,504,0
"90",1056,1208,0
"91",855,1512,0
"92",855,1512,0
"93",660,755,0
"94",190,336,0
"95",396,453,0
"96",924,1057,0
"97",528,604,0
"98",1320,1510,0
"99",528,604,0
"100",1056,1208,0
