"","v","w","x"
"1",984,1080,1
"2",608,488,1
"3",1148,1260,0
"4",152,122,1
"5",76,61,1
"6",656,720,0
"7",380,305,1
"8",760,610,1
"9",492,540,0
"10",76,61,1
"11",328,360,0
"12",304,244,1
"13",608,488,1
"14",760,610,1
"15",1312,1440,0
"16",1640,1800,0
"17",152,122,1
"18",304,244,1
"19",684,549,1
"20",456,366,1
"21",328,360,0
"22",456,366,1
"23",380,305,1
"24",1148,1260,1
"25",164,180,1
"26",380,305,1
"27",456,366,1
"28",984,1080,1
"29",1476,1620,0
"30",984,1080,0
"31",820,900,1
"32",608,488,1
"33",532,427,1
"34",492,540,0
"35",1476,1620,0
"36",304,244,1
"37",1148,1260,0
"38",760,610,1
"39",164,180,0
"40",76,61,1
"41",656,720,0
"42",328,360,0
"43",164,180,0
"44",684,549,1
"45",76,61,1
"46",656,720,0
"47",684,549,1
"48",380,305,1
"49",1476,1620,0
"50",228,183,1
"51",1148,1260,0
"52",380,305,1
"53",684,549,1
"54",684,549,1
"55",608,488,1
"56",984,1080,0
"57",456,366,1
"58",456,366,1
"59",1476,1620,0
"60",684,549,1
"61",760,610,1
"62",760,610,1
"63",492,540,0
"64",76,61,1
"65",76,61,1
"66",164,180,0
"67",456,366,1
"68",608,488,1
"69",684,549,1
"70",228,183,0
"71",164,180,1
"72",164,180,1
"73",656,720,1
"74",380,305,1
"75",984,1080,1
"76",820,900,1
"77",1148,1260,1
"78",228,183,1
"79",684,549,1
"80",1148,1260,1
"81",984,1080,1
"82",228,183,1
"83",76,61,1
"84",152,122,1
"85",328,360,1
"86",1312,1440,1
"87",1476,1620,1
"88",1640,1800,1
"89",152,122,1
"90",1476,1620,1
"91",304,244,1
"92",760,610,1
"93",656,720,1
"94",532,427,1
"95",1640,1800,1
"96",984,1080,1
"97",1148,1260,1
"98",492,540,1
"99",492,540,1
"100",820,900,0
