"","v","w","x"
"1",990,318,1
"2",16,1328,1
"3",1485,477,1
"4",4,332,1
"5",14,1162,1
"6",330,106,1
"7",2,166,1
"8",16,1328,0
"9",495,159,1
"10",10,830,0
"11",1320,424,1
"12",20,1660,0
"13",20,1660,1
"14",4,332,1
"15",1320,424,1
"16",990,318,1
"17",20,1660,1
"18",8,664,0
"19",2,166,1
"20",8,664,0
"21",660,212,1
"22",12,996,0
"23",18,1494,0
"24",1155,371,1
"25",825,265,1
"26",10,830,0
"27",20,1660,0
"28",330,106,1
"29",1485,477,1
"30",330,106,1
"31",825,265,1
"32",8,664,0
"33",18,1494,0
"34",1485,477,1
"35",495,159,1
"36",8,664,0
"37",1155,371,1
"38",8,664,0
"39",1155,371,1
"40",10,830,0
"41",1650,530,1
"42",660,212,1
"43",1485,477,1
"44",18,1494,0
"45",10,830,0
"46",1320,424,1
"47",14,1162,0
"48",14,1162,0
"49",495,159,1
"50",2,166,0
"51",825,265,1
"52",18,1494,0
"53",10,830,0
"54",18,1494,0
"55",16,1328,0
"56",660,212,1
"57",12,996,0
"58",8,664,0
"59",825,265,1
"60",10,830,0
"61",16,1328,0
"62",16,1328,0
"63",495,159,1
"64",6,498,0
"65",14,1162,0
"66",1155,371,1
"67",20,1660,0
"68",12,996,0
"69",6,498,0
"70",2,166,0
"71",825,265,1
"72",825,265,1
"73",660,212,1
"74",14,1162,1
"75",330,106,1
"76",825,265,1
"77",825,265,1
"78",18,1494,1
"79",2,166,1
"80",1155,371,1
"81",990,318,1
"82",6,498,1
"83",10,830,1
"84",4,332,1
"85",1650,530,1
"86",330,106,1
"87",1485,477,1
"88",1650,530,1
"89",16,1328,0
"90",1155,371,1
"91",8,664,0
"92",16,1328,0
"93",1320,424,1
"94",14,1162,1
"95",660,212,1
"96",990,318,1
"97",165,53,1
"98",1155,371,1
"99",825,265,1
"100",825,265,1
