"","v","w","x"
"1",450,275,1
"2",82,166,0
"3",720,440,1
"4",82,166,1
"5",328,664,1
"6",90,55,1
"7",328,664,1
"8",410,830,1
"9",900,550,1
"10",164,332,1
"11",270,165,1
"12",738,1494,1
"13",246,498,1
"14",82,166,1
"15",90,55,1
"16",270,165,1
"17",246,498,1
"18",410,830,1
"19",492,996,1
"20",738,1494,1
"21",630,385,1
"22",738,1494,0
"23",164,332,0
"24",360,220,1
"25",720,440,1
"26",328,664,1
"27",410,830,0
"28",270,165,1
"29",540,330,1
"30",270,165,1
"31",900,550,1
"32",246,498,0
"33",164,332,0
"34",900,550,1
"35",900,550,1
"36",738,1494,0
"37",180,110,1
"38",246,498,0
"39",900,550,1
"40",820,1660,0
"41",90,55,1
"42",450,275,1
"43",180,110,1
"44",820,1660,0
"45",820,1660,0
"46",270,165,1
"47",656,1328,1
"48",164,332,1
"49",180,110,1
"50",820,1660,1
"51",900,550,1
"52",328,664,0
"53",656,1328,1
"54",164,332,0
"55",574,1162,0
"56",630,385,1
"57",574,1162,0
"58",410,830,0
"59",180,110,1
"60",820,1660,0
"61",738,1494,0
"62",574,1162,0
"63",540,330,1
"64",492,996,0
"65",820,1660,0
"66",720,440,1
"67",82,166,0
"68",246,498,0
"69",492,996,0
"70",164,332,1
"71",360,220,1
"72",900,550,1
"73",270,165,1
"74",164,332,1
"75",90,55,1
"76",540,330,1
"77",540,330,1
"78",164,332,1
"79",492,996,1
"80",180,110,1
"81",450,275,1
"82",328,664,1
"83",164,332,1
"84",82,166,1
"85",810,495,1
"86",270,165,1
"87",180,110,1
"88",630,385,1
"89",82,166,1
"90",900,550,1
"91",246,498,1
"92",410,830,1
"93",810,495,1
"94",820,1660,1
"95",90,55,1
"96",90,55,1
"97",180,110,1
"98",540,330,1
"99",360,220,1
"100",900,550,1
