"","v","w","x"
"1",780,448,1
"2",390,224,0
"3",1365,784,0
"4",195,112,0
"5",388,352,0
"6",195,112,0
"7",1746,1584,0
"8",1164,1056,0
"9",1746,1584,0
"10",582,528,0
"11",1560,896,0
"12",390,224,0
"13",975,560,0
"14",776,704,0
"15",776,704,0
"16",1552,1408,0
"17",1560,896,0
"18",1746,1584,0
"19",1560,896,0
"20",1746,1584,0
"21",1950,1120,0
"22",780,448,0
"23",1358,1232,0
"24",780,448,0
"25",776,704,0
"26",1746,1584,0
"27",970,880,0
"28",195,112,0
"29",776,704,0
"30",1746,1584,0
"31",1950,1120,1
"32",780,448,1
"33",1358,1232,0
"34",585,336,1
"35",194,176,0
"36",1746,1584,0
"37",1940,1760,0
"38",776,704,0
"39",970,880,0
"40",1940,1760,0
"41",970,880,0
"42",1746,1584,0
"43",194,176,0
"44",780,448,1
"45",1950,1120,1
"46",195,112,0
"47",194,176,0
"48",585,336,0
"49",776,704,0
"50",1164,1056,0
"51",1358,1232,0
"52",390,224,0
"53",195,112,1
"54",1560,896,1
"55",1950,1120,1
"56",582,528,0
"57",1940,1760,0
"58",1164,1056,0
"59",1940,1760,0
"60",1170,672,1
"61",1365,784,1
"62",1552,1408,0
"63",1950,1120,1
"64",1940,1760,0
"65",1164,1056,0
"66",970,880,0
"67",1746,1584,0
"68",390,224,1
"69",194,176,0
"70",1358,1232,0
"71",388,352,0
"72",1358,1232,0
"73",585,336,0
"74",1755,1008,1
"75",1365,784,1
"76",390,224,1
"77",1365,784,1
"78",1746,1584,0
"79",1365,784,1
"80",1940,1760,0
"81",1940,1760,0
"82",585,336,1
"83",1560,896,1
"84",582,528,0
"85",1755,1008,1
"86",1746,1584,0
"87",1358,1232,0
"88",1940,1760,0
"89",582,528,0
"90",1358,1232,0
"91",195,112,0
"92",1950,1120,0
"93",776,704,0
"94",975,560,0
"95",585,336,0
"96",1552,1408,0
"97",975,560,0
"98",776,704,0
"99",780,448,0
"100",388,352,0
