"","v","w","x"
"1",918,1764,0
"2",510,980,1
"3",204,392,1
"4",816,1568,1
"5",777,553,1
"6",408,784,1
"7",222,158,1
"8",333,237,1
"9",888,632,1
"10",444,316,1
"11",102,196,1
"12",918,1764,1
"13",408,784,1
"14",555,395,1
"15",777,553,1
"16",333,237,1
"17",918,1764,1
"18",1110,790,1
"19",714,1372,0
"20",888,632,1
"21",102,196,0
"22",918,1764,0
"23",1110,790,1
"24",102,196,1
"25",111,79,1
"26",666,474,1
"27",444,316,1
"28",816,1568,1
"29",999,711,1
"30",666,474,1
"31",510,980,1
"32",306,588,1
"33",222,158,1
"34",204,392,1
"35",666,474,1
"36",444,316,1
"37",777,553,1
"38",777,553,1
"39",222,158,1
"40",999,711,1
"41",888,632,1
"42",1110,790,1
"43",1110,790,1
"44",102,196,1
"45",714,1372,1
"46",1020,1960,1
"47",444,316,1
"48",204,392,1
"49",777,553,1
"50",999,711,1
"51",444,316,1
"52",306,588,1
"53",204,392,1
"54",918,1764,1
"55",510,980,1
"56",888,632,1
"57",333,237,1
"58",999,711,1
"59",777,553,1
"60",306,588,0
"61",1020,1960,0
"62",333,237,1
"63",102,196,0
"64",333,237,1
"65",333,237,1
"66",888,632,1
"67",222,158,1
"68",918,1764,1
"69",888,632,1
"70",666,474,1
"71",555,395,1
"72",1110,790,1
"73",1020,1960,0
"74",816,1568,0
"75",408,784,1
"76",306,588,1
"77",816,1568,1
"78",666,474,1
"79",612,1176,1
"80",333,237,1
"81",999,711,1
"82",408,784,1
"83",306,588,1
"84",222,158,1
"85",408,784,1
"86",222,158,1
"87",666,474,1
"88",999,711,1
"89",444,316,1
"90",444,316,1
"91",1020,1960,1
"92",714,1372,0
"93",777,553,1
"94",612,1176,1
"95",612,1176,1
"96",111,79,1
"97",204,392,1
"98",555,395,1
"99",102,196,1
"100",333,237,1
