"","v","w","x"
"1",265,825,0
"2",58,51,1
"3",424,1320,1
"4",406,357,1
"5",580,510,1
"6",159,495,1
"7",232,204,1
"8",290,255,1
"9",530,1650,1
"10",464,408,1
"11",265,825,1
"12",406,357,1
"13",290,255,1
"14",58,51,1
"15",159,495,1
"16",159,495,1
"17",174,153,1
"18",522,459,1
"19",464,408,1
"20",522,459,1
"21",53,165,1
"22",522,459,1
"23",464,408,1
"24",424,1320,1
"25",318,990,1
"26",348,306,1
"27",406,357,1
"28",477,1485,1
"29",106,330,1
"30",265,825,1
"31",212,660,1
"32",174,153,1
"33",580,510,1
"34",318,990,1
"35",530,1650,0
"36",290,255,1
"37",318,990,0
"38",406,357,1
"39",212,660,0
"40",580,510,1
"41",371,1155,0
"42",477,1485,0
"43",212,660,0
"44",348,306,1
"45",464,408,1
"46",53,165,0
"47",464,408,1
"48",580,510,1
"49",530,1650,0
"50",348,306,1
"51",424,1320,0
"52",116,102,1
"53",464,408,1
"54",116,102,1
"55",174,153,1
"56",53,165,0
"57",406,357,1
"58",522,459,1
"59",106,330,0
"60",580,510,1
"61",58,51,1
"62",174,153,1
"63",106,330,0
"64",348,306,1
"65",232,204,1
"66",424,1320,0
"67",174,153,1
"68",522,459,1
"69",348,306,1
"70",232,204,1
"71",106,330,1
"72",106,330,1
"73",477,1485,1
"74",232,204,1
"75",371,1155,1
"76",106,330,1
"77",106,330,1
"78",348,306,1
"79",232,204,1
"80",106,330,1
"81",159,495,1
"82",232,204,1
"83",116,102,1
"84",290,255,1
"85",159,495,1
"86",159,495,1
"87",212,660,1
"88",371,1155,1
"89",174,153,1
"90",212,660,1
"91",290,255,1
"92",58,51,1
"93",159,495,1
"94",348,306,1
"95",371,1155,1
"96",371,1155,1
"97",424,1320,1
"98",106,330,1
"99",530,1650,1
"100",318,990,0
