"","v","w","x"
"1",912,1164,1
"2",340,136,1
"3",1064,1358,0
"4",340,136,1
"5",255,102,1
"6",1216,1552,0
"7",595,238,1
"8",850,340,1
"9",1064,1358,0
"10",85,34,1
"11",912,1164,0
"12",680,272,1
"13",340,136,1
"14",510,204,1
"15",1520,1940,0
"16",304,388,0
"17",850,340,1
"18",340,136,1
"19",595,238,1
"20",850,340,1
"21",1520,1940,0
"22",170,68,1
"23",595,238,1
"24",1368,1746,1
"25",456,582,1
"26",595,238,1
"27",680,272,1
"28",1216,1552,1
"29",1064,1358,1
"30",1520,1940,1
"31",456,582,1
"32",850,340,1
"33",595,238,1
"34",760,970,0
"35",1064,1358,0
"36",680,272,1
"37",456,582,0
"38",680,272,1
"39",152,194,0
"40",255,102,1
"41",912,1164,0
"42",608,776,0
"43",152,194,0
"44",255,102,1
"45",595,238,1
"46",1520,1940,0
"47",595,238,1
"48",85,34,1
"49",760,970,0
"50",425,170,1
"51",760,970,0
"52",85,34,1
"53",255,102,1
"54",425,170,1
"55",170,68,1
"56",912,1164,0
"57",510,204,1
"58",170,68,1
"59",152,194,0
"60",595,238,1
"61",850,340,1
"62",170,68,1
"63",152,194,0
"64",85,34,1
"65",595,238,1
"66",1368,1746,0
"67",340,136,1
"68",850,340,1
"69",595,238,1
"70",255,102,1
"71",1064,1358,1
"72",152,194,1
"73",1216,1552,1
"74",595,238,1
"75",304,388,1
"76",1368,1746,1
"77",456,582,1
"78",765,306,1
"79",765,306,1
"80",1064,1358,1
"81",1520,1940,1
"82",255,102,1
"83",765,306,1
"84",680,272,1
"85",304,388,0
"86",608,776,1
"87",152,194,1
"88",608,776,1
"89",170,68,1
"90",760,970,1
"91",510,204,1
"92",170,68,1
"93",1216,1552,1
"94",425,170,1
"95",608,776,1
"96",1216,1552,1
"97",152,194,1
"98",1368,1746,1
"99",1064,1358,1
"100",1064,1358,0
