"","v","w","x"
"1",124,332,0
"2",248,664,0
"3",217,581,0
"4",93,249,0
"5",368,372,0
"6",155,415,0
"7",644,651,0
"8",368,372,0
"9",276,279,0
"10",460,465,0
"11",62,166,0
"12",310,830,0
"13",155,415,0
"14",552,558,0
"15",736,744,0
"16",552,558,0
"17",62,166,0
"18",276,279,0
"19",248,664,0
"20",276,279,0
"21",310,830,0
"22",248,664,0
"23",828,837,0
"24",248,664,0
"25",552,558,0
"26",276,279,0
"27",92,93,0
"28",155,415,0
"29",920,930,0
"30",276,279,0
"31",248,664,0
"32",62,166,0
"33",828,837,0
"34",217,581,0
"35",460,465,0
"36",828,837,0
"37",736,744,0
"38",184,186,0
"39",276,279,0
"40",736,744,0
"41",644,651,0
"42",460,465,0
"43",828,837,0
"44",124,332,0
"45",248,664,0
"46",217,581,0
"47",828,837,0
"48",279,747,0
"49",920,930,0
"50",184,186,0
"51",92,93,1
"52",248,664,0
"53",279,747,0
"54",124,332,0
"55",310,830,0
"56",644,651,1
"57",736,744,1
"58",552,558,0
"59",736,744,1
"60",248,664,0
"61",155,415,0
"62",184,186,0
"63",186,498,0
"64",920,930,0
"65",552,558,0
"66",828,837,0
"67",92,93,0
"68",62,166,0
"69",276,279,0
"70",644,651,0
"71",736,744,0
"72",276,279,0
"73",93,249,0
"74",155,415,0
"75",155,415,0
"76",62,166,0
"77",155,415,0
"78",644,651,0
"79",217,581,0
"80",920,930,0
"81",920,930,0
"82",93,249,0
"83",310,830,0
"84",460,465,0
"85",93,249,0
"86",276,279,0
"87",92,93,0
"88",552,558,0
"89",92,93,0
"90",460,465,0
"91",217,581,0
"92",248,664,0
"93",552,558,0
"94",31,83,0
"95",155,415,0
"96",736,744,0
"97",155,415,0
"98",184,186,0
"99",124,332,0
"100",184,186,1
