"","v","w","x"
"1",1107,1611,1
"2",36,154,0
"3",1230,1790,0
"4",252,1078,0
"5",72,308,0
"6",861,1253,0
"7",360,1540,0
"8",108,462,0
"9",1230,1790,0
"10",288,1232,0
"11",861,1253,0
"12",180,770,0
"13",108,462,0
"14",108,462,0
"15",861,1253,0
"16",123,179,0
"17",108,462,0
"18",108,462,0
"19",216,924,0
"20",108,462,0
"21",861,1253,0
"22",252,1078,0
"23",288,1232,0
"24",1230,1790,0
"25",246,358,0
"26",288,1232,0
"27",252,1078,0
"28",369,537,0
"29",1230,1790,0
"30",861,1253,0
"31",984,1432,0
"32",252,1078,0
"33",288,1232,0
"34",1230,1790,0
"35",738,1074,1
"36",108,462,0
"37",984,1432,1
"38",108,462,0
"39",1230,1790,1
"40",72,308,0
"41",1107,1611,0
"42",369,537,0
"43",738,1074,1
"44",144,616,0
"45",216,924,0
"46",861,1253,1
"47",216,924,0
"48",288,1232,0
"49",984,1432,1
"50",144,616,0
"51",1230,1790,1
"52",288,1232,0
"53",216,924,0
"54",72,308,0
"55",108,462,0
"56",369,537,1
"57",108,462,0
"58",36,154,0
"59",1230,1790,1
"60",216,924,0
"61",252,1078,0
"62",324,1386,0
"63",1230,1790,1
"64",288,1232,0
"65",72,308,0
"66",246,358,1
"67",180,770,0
"68",180,770,0
"69",288,1232,0
"70",288,1232,0
"71",1230,1790,1
"72",246,358,0
"73",1107,1611,0
"74",144,616,0
"75",123,179,0
"76",984,1432,0
"77",984,1432,0
"78",144,616,0
"79",288,1232,0
"80",246,358,0
"81",1107,1611,0
"82",144,616,0
"83",288,1232,0
"84",324,1386,0
"85",123,179,0
"86",861,1253,0
"87",1230,1790,1
"88",861,1253,0
"89",108,462,0
"90",246,358,0
"91",324,1386,0
"92",252,1078,0
"93",123,179,0
"94",144,616,0
"95",1107,1611,0
"96",615,895,0
"97",246,358,0
"98",492,716,0
"99",1230,1790,0
"100",492,716,0
