"","v","w","x"
"1",652,432,1
"2",1208,216,1
"3",1141,756,1
"4",1510,270,1
"5",1057,189,1
"6",978,648,1
"7",1359,243,1
"8",1510,270,1
"9",489,324,1
"10",1057,189,1
"11",652,432,1
"12",1208,216,1
"13",906,162,1
"14",906,162,1
"15",1304,864,1
"16",652,432,1
"17",604,108,1
"18",302,54,1
"19",1359,243,1
"20",1208,216,1
"21",326,216,1
"22",1208,216,1
"23",151,27,1
"24",1141,756,1
"25",1467,972,1
"26",1057,189,1
"27",604,108,1
"28",1630,1080,1
"29",1141,756,1
"30",1304,864,1
"31",1141,756,1
"32",604,108,1
"33",453,81,1
"34",1141,756,1
"35",489,324,1
"36",604,108,1
"37",1141,756,0
"38",906,162,1
"39",1141,756,0
"40",1359,243,1
"41",1630,1080,0
"42",326,216,0
"43",815,540,0
"44",1359,243,1
"45",1057,189,1
"46",1630,1080,1
"47",1359,243,1
"48",151,27,1
"49",815,540,0
"50",755,135,1
"51",1467,972,1
"52",453,81,1
"53",453,81,1
"54",1359,243,1
"55",906,162,1
"56",978,648,1
"57",1208,216,1
"58",1208,216,1
"59",489,324,1
"60",755,135,1
"61",302,54,1
"62",604,108,1
"63",489,324,1
"64",1359,243,1
"65",453,81,1
"66",1141,756,1
"67",302,54,1
"68",1208,216,1
"69",1057,189,1
"70",1057,189,1
"71",1467,972,1
"72",815,540,1
"73",326,216,1
"74",151,27,1
"75",326,216,1
"76",1141,756,1
"77",163,108,1
"78",755,135,1
"79",1057,189,1
"80",1141,756,1
"81",978,648,1
"82",453,81,1
"83",755,135,1
"84",1510,270,1
"85",652,432,1
"86",326,216,1
"87",1467,972,1
"88",1630,1080,1
"89",906,162,1
"90",489,324,1
"91",604,108,1
"92",1510,270,1
"93",1304,864,1
"94",1057,189,1
"95",1304,864,1
"96",652,432,1
"97",815,540,1
"98",1141,756,1
"99",489,324,1
"100",489,324,0
