"","v","w","x"
"1",220,965,1
"2",483,259,1
"3",264,1158,1
"4",207,111,1
"5",552,296,1
"6",308,1351,1
"7",690,370,1
"8",345,185,1
"9",264,1158,1
"10",552,296,1
"11",44,193,1
"12",345,185,1
"13",483,259,1
"14",345,185,1
"15",132,579,1
"16",44,193,1
"17",345,185,1
"18",483,259,1
"19",690,370,1
"20",345,185,1
"21",132,579,1
"22",345,185,1
"23",552,296,1
"24",264,1158,1
"25",264,1158,1
"26",414,222,1
"27",345,185,1
"28",308,1351,1
"29",176,772,1
"30",396,1737,1
"31",352,1544,1
"32",621,333,1
"33",552,296,1
"34",264,1158,1
"35",88,386,1
"36",69,37,1
"37",440,1930,0
"38",621,333,1
"39",264,1158,0
"40",552,296,1
"41",308,1351,0
"42",308,1351,0
"43",176,772,0
"44",138,74,1
"45",138,74,1
"46",220,965,0
"47",552,296,1
"48",414,222,1
"49",176,772,0
"50",276,148,1
"51",440,1930,1
"52",414,222,1
"53",414,222,1
"54",414,222,1
"55",621,333,1
"56",44,193,1
"57",483,259,1
"58",207,111,1
"59",440,1930,1
"60",276,148,1
"61",69,37,1
"62",69,37,1
"63",176,772,0
"64",414,222,1
"65",552,296,1
"66",440,1930,0
"67",345,185,1
"68",483,259,1
"69",690,370,1
"70",276,148,1
"71",352,1544,1
"72",176,772,1
"73",308,1351,1
"74",138,74,1
"75",44,193,1
"76",440,1930,1
"77",264,1158,1
"78",690,370,1
"79",276,148,1
"80",88,386,1
"81",396,1737,1
"82",276,148,1
"83",276,148,1
"84",483,259,1
"85",132,579,1
"86",308,1351,1
"87",88,386,1
"88",44,193,1
"89",345,185,1
"90",352,1544,1
"91",345,185,1
"92",621,333,1
"93",396,1737,1
"94",552,296,1
"95",132,579,1
"96",132,579,1
"97",176,772,1
"98",352,1544,0
"99",264,1158,1
"100",88,386,0
