"","v","w","x"
"1",666,711,1
"2",74,79,1
"3",148,158,1
"4",592,632,1
"5",375,540,1
"6",740,790,1
"7",300,432,1
"8",375,540,1
"9",150,216,1
"10",150,216,1
"11",518,553,1
"12",74,79,1
"13",296,316,1
"14",225,324,1
"15",75,108,1
"16",375,540,1
"17",370,395,1
"18",450,648,1
"19",518,553,1
"20",450,648,1
"21",74,79,1
"22",370,395,1
"23",600,864,1
"24",518,553,1
"25",75,108,1
"26",150,216,1
"27",600,864,1
"28",444,474,1
"29",375,540,1
"30",150,216,1
"31",370,395,1
"32",370,395,1
"33",750,1080,1
"34",740,790,1
"35",300,432,1
"36",300,432,1
"37",525,756,0
"38",75,108,1
"39",300,432,0
"40",225,324,0
"41",450,648,0
"42",300,432,0
"43",150,216,1
"44",74,79,1
"45",74,79,1
"46",296,316,1
"47",450,648,1
"48",444,474,1
"49",75,108,1
"50",375,540,1
"51",750,1080,1
"52",518,553,1
"53",296,316,1
"54",370,395,1
"55",370,395,1
"56",300,432,1
"57",225,324,1
"58",675,972,1
"59",675,972,1
"60",666,711,1
"61",148,158,1
"62",675,972,1
"63",518,553,1
"64",75,108,1
"65",375,540,1
"66",450,648,1
"67",750,1080,1
"68",666,711,1
"69",450,648,1
"70",600,864,1
"71",675,972,1
"72",150,216,1
"73",740,790,1
"74",148,158,1
"75",444,474,1
"76",370,395,1
"77",740,790,1
"78",600,864,1
"79",444,474,1
"80",225,324,1
"81",675,972,1
"82",296,316,1
"83",74,79,1
"84",150,216,1
"85",740,790,1
"86",750,1080,1
"87",150,216,1
"88",225,324,1
"89",450,648,1
"90",450,648,1
"91",296,316,1
"92",518,553,1
"93",375,540,1
"94",148,158,1
"95",444,474,1
"96",75,108,1
"97",740,790,1
"98",525,756,1
"99",74,79,1
"100",225,324,0
