"","v","w","x"
"1",1080,1269,0
"2",600,705,1
"3",240,282,1
"4",720,846,1
"5",783,333,1
"6",240,282,1
"7",696,296,1
"8",261,111,1
"9",696,296,1
"10",348,148,1
"11",1080,1269,1
"12",360,423,1
"13",960,1128,1
"14",783,333,1
"15",783,333,1
"16",783,333,1
"17",600,705,0
"18",348,148,1
"19",120,141,0
"20",696,296,1
"21",600,705,0
"22",1080,1269,0
"23",174,74,1
"24",600,705,0
"25",261,111,1
"26",870,370,1
"27",696,296,1
"28",240,282,1
"29",609,259,1
"30",522,222,1
"31",840,987,1
"32",1080,1269,1
"33",174,74,1
"34",480,564,1
"35",174,74,1
"36",870,370,1
"37",783,333,1
"38",435,185,1
"39",870,370,1
"40",261,111,1
"41",870,370,1
"42",348,148,1
"43",696,296,1
"44",1080,1269,0
"45",1080,1269,1
"46",240,282,1
"47",348,148,1
"48",240,282,1
"49",783,333,1
"50",261,111,1
"51",870,370,1
"52",360,423,1
"53",720,846,1
"54",1080,1269,1
"55",360,423,0
"56",174,74,1
"57",261,111,1
"58",261,111,1
"59",87,37,1
"60",840,987,0
"61",1200,1410,0
"62",435,185,1
"63",1080,1269,0
"64",261,111,1
"65",435,185,1
"66",174,74,1
"67",522,222,1
"68",600,705,0
"69",174,74,1
"70",348,148,1
"71",609,259,1
"72",696,296,1
"73",960,1128,0
"74",240,282,0
"75",720,846,1
"76",120,141,1
"77",1200,1410,1
"78",696,296,1
"79",720,846,1
"80",261,111,1
"81",609,259,1
"82",480,564,1
"83",1080,1269,1
"84",522,222,1
"85",720,846,1
"86",696,296,1
"87",870,370,1
"88",783,333,1
"89",348,148,1
"90",522,222,1
"91",480,564,1
"92",360,423,1
"93",435,185,1
"94",480,564,1
"95",480,564,1
"96",783,333,1
"97",960,1128,1
"98",609,259,1
"99",1080,1269,1
"100",87,37,1
