"","v","w","x"
"1",36,162,0
"2",36,162,0
"3",90,405,0
"4",54,243,0
"5",200,788,0
"6",54,243,0
"7",450,1773,0
"8",400,1576,0
"9",450,1773,0
"10",450,1773,0
"11",72,324,0
"12",36,162,0
"13",162,729,0
"14",300,1182,0
"15",500,1970,0
"16",300,1182,0
"17",108,486,0
"18",250,985,0
"19",36,162,0
"20",150,591,0
"21",72,324,0
"22",108,486,0
"23",50,197,0
"24",180,810,0
"25",500,1970,0
"26",250,985,0
"27",350,1379,0
"28",54,243,0
"29",300,1182,0
"30",250,985,0
"31",108,486,0
"32",72,324,0
"33",50,197,0
"34",90,405,0
"35",50,197,0
"36",150,591,0
"37",300,1182,1
"38",200,788,0
"39",150,591,1
"40",200,788,1
"41",450,1773,1
"42",250,985,1
"43",250,985,1
"44",108,486,0
"45",108,486,0
"46",126,567,0
"47",150,591,1
"48",162,729,0
"49",500,1970,1
"50",300,1182,1
"51",50,197,1
"52",144,648,0
"53",162,729,0
"54",144,648,0
"55",180,810,0
"56",50,197,1
"57",100,394,1
"58",200,788,1
"59",500,1970,1
"60",108,486,0
"61",162,729,0
"62",400,1576,1
"63",36,162,0
"64",400,1576,1
"65",300,1182,1
"66",350,1379,1
"67",450,1773,1
"68",108,486,0
"69",150,591,1
"70",50,197,1
"71",400,1576,1
"72",150,591,1
"73",90,405,0
"74",18,81,1
"75",162,729,0
"76",108,486,0
"77",162,729,0
"78",450,1773,1
"79",54,243,0
"80",500,1970,1
"81",200,788,1
"82",54,243,0
"83",144,648,0
"84",450,1773,1
"85",162,729,0
"86",50,197,1
"87",150,591,1
"88",100,394,1
"89",450,1773,1
"90",350,1379,1
"91",162,729,0
"92",72,324,0
"93",100,394,1
"94",126,567,0
"95",54,243,0
"96",500,1970,1
"97",54,243,0
"98",400,1576,1
"99",108,486,0
"100",200,788,1
