"","v","w","x"
"1",468,92,1
"2",464,928,1
"3",819,161,1
"4",232,464,1
"5",522,1044,1
"6",468,92,1
"7",522,1044,1
"8",580,1160,1
"9",351,69,1
"10",522,1044,1
"11",234,46,1
"12",580,1160,1
"13",232,464,1
"14",232,464,1
"15",468,92,1
"16",468,92,1
"17",348,696,1
"18",580,1160,1
"19",290,580,1
"20",464,928,1
"21",936,184,1
"22",464,928,0
"23",290,580,0
"24",351,69,1
"25",117,23,1
"26",174,348,1
"27",116,232,1
"28",468,92,1
"29",117,23,1
"30",702,138,1
"31",351,69,1
"32",232,464,1
"33",290,580,0
"34",117,23,1
"35",351,69,1
"36",348,696,1
"37",351,69,1
"38",116,232,1
"39",351,69,1
"40",406,812,1
"41",468,92,1
"42",1170,230,1
"43",351,69,1
"44",174,348,0
"45",58,116,1
"46",234,46,1
"47",522,1044,1
"48",174,348,1
"49",819,161,1
"50",58,116,1
"51",117,23,1
"52",290,580,1
"53",290,580,1
"54",522,1044,0
"55",580,1160,0
"56",234,46,1
"57",348,696,0
"58",232,464,0
"59",351,69,1
"60",290,580,0
"61",580,1160,0
"62",464,928,0
"63",585,115,1
"64",58,116,0
"65",406,812,0
"66",819,161,1
"67",116,232,0
"68",116,232,0
"69",290,580,0
"70",290,580,1
"71",117,23,1
"72",351,69,1
"73",702,138,1
"74",58,116,0
"75",468,92,1
"76",1053,207,1
"77",585,115,1
"78",522,1044,1
"79",522,1044,1
"80",819,161,1
"81",1170,230,1
"82",174,348,1
"83",290,580,1
"84",464,928,1
"85",1170,230,1
"86",234,46,1
"87",585,115,1
"88",1170,230,1
"89",232,464,1
"90",819,161,1
"91",116,232,1
"92",232,464,1
"93",702,138,1
"94",522,1044,1
"95",468,92,1
"96",936,184,1
"97",1053,207,1
"98",117,23,1
"99",819,161,1
"100",819,161,1
