"","v","w","x"
"1",1755,963,1
"2",975,535,1
"3",390,214,1
"4",780,428,1
"5",435,820,1
"6",780,428,1
"7",174,328,1
"8",435,820,1
"9",696,1312,1
"10",870,1640,1
"11",585,321,1
"12",1365,749,1
"13",1170,642,1
"14",435,820,1
"15",783,1476,1
"16",261,492,1
"17",1365,749,1
"18",348,656,1
"19",1755,963,1
"20",870,1640,1
"21",585,321,1
"22",195,107,1
"23",696,1312,1
"24",975,535,1
"25",783,1476,1
"26",870,1640,1
"27",522,984,1
"28",780,428,1
"29",435,820,1
"30",696,1312,1
"31",1755,963,1
"32",585,321,1
"33",870,1640,1
"34",1560,856,1
"35",522,984,1
"36",870,1640,1
"37",783,1476,1
"38",87,164,1
"39",522,984,1
"40",87,164,1
"41",522,984,1
"42",174,328,1
"43",174,328,1
"44",1755,963,1
"45",975,535,1
"46",1560,856,1
"47",522,984,1
"48",1950,1070,1
"49",435,820,1
"50",435,820,1
"51",174,328,1
"52",195,107,1
"53",1950,1070,1
"54",1755,963,1
"55",195,107,1
"56",174,328,1
"57",261,492,1
"58",261,492,1
"59",435,820,1
"60",585,321,1
"61",390,214,1
"62",783,1476,1
"63",1755,963,1
"64",87,164,1
"65",783,1476,1
"66",696,1312,1
"67",174,328,1
"68",1365,749,1
"69",696,1312,1
"70",696,1312,1
"71",261,492,1
"72",348,656,1
"73",1560,856,1
"74",1950,1070,1
"75",1950,1070,1
"76",195,107,1
"77",780,428,1
"78",174,328,1
"79",1170,642,1
"80",261,492,1
"81",609,1148,1
"82",780,428,1
"83",585,321,1
"84",348,656,1
"85",1560,856,1
"86",174,328,1
"87",870,1640,1
"88",783,1476,1
"89",696,1312,1
"90",696,1312,1
"91",780,428,1
"92",585,321,1
"93",87,164,1
"94",390,214,1
"95",390,214,1
"96",609,1148,1
"97",1170,642,1
"98",87,164,0
"99",1365,749,1
"100",783,1476,0
