"","v","w","x"
"1",440,710,0
"2",88,142,0
"3",528,852,0
"4",528,852,0
"5",505,560,0
"6",176,284,0
"7",1010,1120,0
"8",101,112,0
"9",1010,1120,0
"10",606,672,0
"11",440,710,0
"12",792,1278,0
"13",704,1136,0
"14",101,112,0
"15",909,1008,0
"16",505,560,0
"17",792,1278,0
"18",202,224,0
"19",88,142,0
"20",606,672,0
"21",88,142,0
"22",88,142,0
"23",202,224,0
"24",264,426,0
"25",101,112,0
"26",808,896,0
"27",606,672,0
"28",880,1420,0
"29",101,112,0
"30",202,224,0
"31",88,142,0
"32",88,142,0
"33",404,448,0
"34",880,1420,0
"35",1010,1120,0
"36",808,896,0
"37",101,112,0
"38",707,784,0
"39",404,448,0
"40",101,112,0
"41",202,224,0
"42",404,448,0
"43",1010,1120,0
"44",616,994,0
"45",440,710,0
"46",352,568,0
"47",1010,1120,0
"48",528,852,0
"49",303,336,0
"50",505,560,0
"51",606,672,1
"52",440,710,0
"53",176,284,0
"54",440,710,0
"55",264,426,0
"56",606,672,1
"57",909,1008,1
"58",303,336,1
"59",707,784,1
"60",264,426,0
"61",528,852,0
"62",707,784,0
"63",88,142,0
"64",505,560,0
"65",303,336,0
"66",1010,1120,0
"67",202,224,0
"68",88,142,0
"69",404,448,0
"70",606,672,1
"71",101,112,0
"72",404,448,0
"73",528,852,0
"74",704,1136,0
"75",704,1136,0
"76",440,710,0
"77",176,284,0
"78",404,448,0
"79",176,284,0
"80",505,560,0
"81",303,336,0
"82",352,568,0
"83",616,994,0
"84",1010,1120,0
"85",528,852,0
"86",404,448,0
"87",202,224,0
"88",303,336,0
"89",1010,1120,0
"90",202,224,0
"91",880,1420,0
"92",616,994,0
"93",505,560,0
"94",528,852,0
"95",704,1136,0
"96",707,784,0
"97",352,568,0
"98",505,560,0
"99",792,1278,0
"100",101,112,1
