"","v","w","x"
"1",432,279,1
"2",144,93,0
"3",576,372,0
"4",1152,744,0
"5",868,567,0
"6",576,372,1
"7",1240,810,0
"8",124,81,0
"9",248,162,0
"10",1240,810,0
"11",1296,837,1
"12",1296,837,1
"13",288,186,1
"14",372,243,0
"15",620,405,0
"16",372,243,0
"17",720,465,1
"18",992,648,0
"19",720,465,1
"20",992,648,0
"21",1008,651,0
"22",432,279,0
"23",992,648,0
"24",1296,837,0
"25",868,567,0
"26",496,324,0
"27",992,648,0
"28",1440,930,1
"29",372,243,0
"30",744,486,0
"31",1008,651,1
"32",144,93,1
"33",992,648,0
"34",288,186,1
"35",1240,810,0
"36",248,162,0
"37",1116,729,0
"38",620,405,0
"39",1240,810,0
"40",372,243,0
"41",744,486,0
"42",992,648,0
"43",496,324,0
"44",1296,837,1
"45",1296,837,1
"46",1440,930,1
"47",248,162,0
"48",288,186,0
"49",1116,729,0
"50",620,405,0
"51",248,162,0
"52",144,93,1
"53",1440,930,1
"54",720,465,1
"55",720,465,1
"56",496,324,0
"57",124,81,0
"58",124,81,0
"59",620,405,0
"60",720,465,1
"61",1152,744,1
"62",868,567,0
"63",432,279,1
"64",620,405,0
"65",372,243,0
"66",1240,810,0
"67",248,162,0
"68",720,465,1
"69",744,486,0
"70",1240,810,0
"71",868,567,0
"72",1240,810,0
"73",1152,744,1
"74",288,186,1
"75",1440,930,1
"76",1296,837,1
"77",576,372,1
"78",496,324,0
"79",1440,930,1
"80",620,405,0
"81",868,567,0
"82",576,372,1
"83",1008,651,1
"84",744,486,0
"85",864,558,1
"86",496,324,0
"87",744,486,0
"88",372,243,0
"89",744,486,0
"90",248,162,0
"91",1152,744,1
"92",144,93,1
"93",124,81,1
"94",1152,744,1
"95",1152,744,0
"96",1116,729,0
"97",576,372,0
"98",1116,729,0
"99",1296,837,0
"100",372,243,0
