"","v","w","x"
"1",486,111,0
"2",162,37,0
"3",972,222,0
"4",648,148,0
"5",909,351,0
"6",648,148,1
"7",606,234,0
"8",101,39,0
"9",202,78,0
"10",202,78,0
"11",1458,333,1
"12",486,111,1
"13",972,222,1
"14",909,351,0
"15",909,351,0
"16",909,351,0
"17",162,37,1
"18",202,78,0
"19",1458,333,1
"20",808,312,0
"21",162,37,0
"22",162,37,0
"23",808,312,0
"24",486,111,0
"25",707,273,0
"26",808,312,0
"27",202,78,0
"28",324,74,1
"29",909,351,0
"30",404,156,0
"31",162,37,1
"32",810,185,1
"33",1010,390,0
"34",648,148,1
"35",606,234,0
"36",808,312,0
"37",101,39,0
"38",303,117,0
"39",808,312,0
"40",909,351,0
"41",808,312,0
"42",202,78,0
"43",202,78,0
"44",1134,259,1
"45",162,37,1
"46",324,74,1
"47",202,78,0
"48",648,148,1
"49",909,351,0
"50",707,273,0
"51",808,312,0
"52",486,111,1
"53",972,222,1
"54",810,185,1
"55",162,37,1
"56",808,312,0
"57",101,39,0
"58",303,117,0
"59",101,39,0
"60",1458,333,1
"61",1296,296,1
"62",909,351,0
"63",162,37,1
"64",505,195,0
"65",505,195,0
"66",404,156,0
"67",808,312,0
"68",162,37,1
"69",1010,390,0
"70",1010,390,0
"71",707,273,0
"72",1010,390,0
"73",972,222,1
"74",972,222,1
"75",324,74,1
"76",810,185,1
"77",972,222,1
"78",606,234,0
"79",1620,370,1
"80",505,195,0
"81",303,117,0
"82",648,148,1
"83",162,37,1
"84",1010,390,0
"85",1620,370,1
"86",1010,390,0
"87",1010,390,0
"88",303,117,0
"89",606,234,0
"90",404,156,0
"91",1620,370,1
"92",1458,333,1
"93",909,351,0
"94",972,222,1
"95",972,222,0
"96",505,195,0
"97",324,74,0
"98",909,351,0
"99",1134,259,1
"100",909,351,0
