"","v","w","x"
"1",18,58,1
"2",18,58,1
"3",72,232,1
"4",108,348,1
"5",123,8,1
"6",108,348,1
"7",492,32,1
"8",369,24,1
"9",246,16,1
"10",738,48,1
"11",54,174,1
"12",54,174,1
"13",180,580,1
"14",123,8,1
"15",615,40,1
"16",861,56,1
"17",162,522,0
"18",984,64,1
"19",54,174,0
"20",246,16,1
"21",90,290,0
"22",54,174,0
"23",492,32,1
"24",162,522,0
"25",369,24,1
"26",492,32,1
"27",738,48,1
"28",72,232,1
"29",123,8,1
"30",984,64,1
"31",126,406,0
"32",90,290,0
"33",492,32,1
"34",144,464,0
"35",492,32,1
"36",1230,80,1
"37",1107,72,1
"38",123,8,1
"39",738,48,1
"40",123,8,1
"41",246,16,1
"42",984,64,1
"43",984,64,1
"44",162,522,0
"45",90,290,0
"46",144,464,0
"47",492,32,1
"48",180,580,1
"49",615,40,1
"50",861,56,1
"51",492,32,1
"52",162,522,1
"53",72,232,1
"54",90,290,1
"55",54,174,0
"56",738,48,1
"57",123,8,1
"58",123,8,1
"59",1107,72,1
"60",162,522,0
"61",180,580,0
"62",1107,72,1
"63",54,174,0
"64",369,24,1
"65",615,40,1
"66",738,48,1
"67",984,64,1
"68",90,290,0
"69",492,32,1
"70",492,32,1
"71",369,24,1
"72",738,48,1
"73",144,464,0
"74",144,464,0
"75",72,232,1
"76",162,522,1
"77",144,464,1
"78",984,64,1
"79",144,464,1
"80",369,24,1
"81",861,56,1
"82",72,232,1
"83",18,58,1
"84",738,48,1
"85",180,580,1
"86",1230,80,1
"87",738,48,1
"88",369,24,1
"89",246,16,1
"90",492,32,1
"91",144,464,1
"92",54,174,1
"93",861,56,1
"94",144,464,1
"95",108,348,1
"96",1107,72,1
"97",180,580,1
"98",369,24,1
"99",162,522,1
"100",123,8,1
