"","v","w","x"
"1",388,78,1
"2",388,78,1
"3",970,195,1
"4",194,39,1
"5",414,852,0
"6",582,117,1
"7",207,426,0
"8",414,852,0
"9",621,1278,0
"10",621,1278,0
"11",388,78,1
"12",1164,234,1
"13",582,117,1
"14",690,1420,0
"15",276,568,0
"16",138,284,0
"17",388,78,1
"18",621,1278,0
"19",1164,234,1
"20",69,142,0
"21",1552,312,1
"22",776,156,1
"23",207,426,0
"24",776,156,1
"25",138,284,0
"26",621,1278,0
"27",207,426,0
"28",970,195,1
"29",276,568,0
"30",207,426,0
"31",1940,390,1
"32",1940,390,1
"33",207,426,0
"34",1358,273,1
"35",483,994,0
"36",621,1278,0
"37",690,1420,0
"38",138,284,0
"39",69,142,0
"40",552,1136,0
"41",69,142,0
"42",621,1278,0
"43",345,710,0
"44",388,78,1
"45",1164,234,1
"46",1358,273,1
"47",207,426,0
"48",1746,351,1
"49",690,1420,0
"50",552,1136,0
"51",483,994,0
"52",1552,312,1
"53",970,195,1
"54",1552,312,1
"55",1552,312,1
"56",345,710,0
"57",690,1420,0
"58",552,1136,0
"59",276,568,0
"60",1940,390,1
"61",1746,351,1
"62",138,284,0
"63",1940,390,1
"64",690,1420,0
"65",552,1136,1
"66",69,142,1
"67",207,426,1
"68",776,156,1
"69",483,994,1
"70",69,142,1
"71",552,1136,1
"72",69,142,0
"73",582,117,1
"74",970,195,1
"75",194,39,1
"76",388,78,1
"77",194,39,1
"78",69,142,0
"79",970,195,1
"80",690,1420,1
"81",690,1420,1
"82",582,117,1
"83",388,78,1
"84",207,426,1
"85",194,39,1
"86",345,710,0
"87",345,710,1
"88",690,1420,1
"89",483,994,1
"90",621,1278,1
"91",194,39,1
"92",1940,390,1
"93",690,1420,0
"94",970,195,1
"95",194,39,1
"96",552,1136,1
"97",194,39,1
"98",690,1420,1
"99",776,156,1
"100",690,1420,0
