"","v","w","x"
"1",1930,930,0
"2",386,186,1
"3",193,93,1
"4",1351,651,1
"5",528,12,1
"6",1351,651,1
"7",264,6,1
"8",704,16,1
"9",88,2,1
"10",264,6,1
"11",1544,744,1
"12",772,372,1
"13",1737,837,1
"14",352,8,1
"15",352,8,1
"16",880,20,1
"17",1544,744,1
"18",616,14,1
"19",386,186,1
"20",616,14,1
"21",1158,558,1
"22",1544,744,0
"23",440,10,1
"24",772,372,1
"25",528,12,1
"26",792,18,1
"27",616,14,1
"28",579,279,1
"29",176,4,1
"30",792,18,1
"31",1930,930,1
"32",1930,930,1
"33",440,10,1
"34",965,465,1
"35",440,10,1
"36",792,18,1
"37",176,4,1
"38",352,8,1
"39",264,6,1
"40",880,20,1
"41",264,6,1
"42",616,14,1
"43",88,2,1
"44",386,186,1
"45",1544,744,1
"46",193,93,1
"47",440,10,1
"48",579,279,1
"49",352,8,1
"50",176,4,1
"51",88,2,1
"52",772,372,1
"53",579,279,1
"54",1544,744,1
"55",772,372,1
"56",616,14,1
"57",352,8,1
"58",880,20,1
"59",176,4,1
"60",386,186,1
"61",193,93,0
"62",528,12,1
"63",1544,744,0
"64",528,12,1
"65",352,8,1
"66",88,2,1
"67",440,10,1
"68",772,372,1
"69",88,2,1
"70",616,14,1
"71",176,4,1
"72",88,2,1
"73",193,93,1
"74",193,93,1
"75",1737,837,1
"76",772,372,1
"77",1737,837,1
"78",616,14,1
"79",193,93,1
"80",704,16,1
"81",880,20,1
"82",965,465,1
"83",386,186,1
"84",88,2,1
"85",1351,651,1
"86",616,14,1
"87",440,10,1
"88",176,4,1
"89",440,10,1
"90",440,10,1
"91",579,279,1
"92",386,186,1
"93",880,20,1
"94",579,279,1
"95",1351,651,1
"96",528,12,1
"97",965,465,1
"98",176,4,1
"99",1930,930,1
"100",704,16,1
