"","v","w","x"
"1",459,195,0
"2",765,325,0
"3",918,390,0
"4",1530,650,0
"5",1008,225,1
"6",1530,650,0
"7",224,50,1
"8",112,25,1
"9",672,150,1
"10",1120,250,1
"11",459,195,0
"12",153,65,0
"13",1224,520,0
"14",112,25,1
"15",784,175,1
"16",560,125,1
"17",459,195,0
"18",1120,250,1
"19",153,65,0
"20",448,100,1
"21",459,195,0
"22",1071,455,0
"23",896,200,1
"24",153,65,0
"25",784,175,1
"26",672,150,1
"27",1120,250,0
"28",306,130,0
"29",112,25,0
"30",1120,250,0
"31",765,325,0
"32",459,195,0
"33",896,200,0
"34",612,260,0
"35",896,200,1
"36",448,100,1
"37",560,125,1
"38",560,125,1
"39",1120,250,1
"40",560,125,1
"41",896,200,1
"42",1120,250,1
"43",448,100,1
"44",459,195,0
"45",765,325,0
"46",918,390,0
"47",224,50,1
"48",1224,520,0
"49",336,75,1
"50",560,125,1
"51",1120,250,1
"52",1071,455,0
"53",612,260,0
"54",153,65,0
"55",1377,585,0
"56",672,150,1
"57",112,25,1
"58",784,175,1
"59",1008,225,1
"60",153,65,0
"61",1224,520,0
"62",1008,225,1
"63",459,195,0
"64",560,125,1
"65",1008,225,1
"66",896,200,1
"67",1120,250,1
"68",1071,455,0
"69",448,100,1
"70",1120,250,1
"71",112,25,0
"72",1120,250,1
"73",306,130,0
"74",612,260,0
"75",918,390,0
"76",459,195,0
"77",1530,650,0
"78",1120,250,1
"79",1530,650,0
"80",560,125,1
"81",1008,225,1
"82",612,260,0
"83",459,195,0
"84",448,100,1
"85",1224,520,0
"86",224,50,1
"87",896,200,1
"88",1008,225,1
"89",672,150,1
"90",896,200,1
"91",1530,650,0
"92",765,325,0
"93",560,125,1
"94",1224,520,0
"95",306,130,0
"96",336,75,1
"97",1224,520,0
"98",336,75,1
"99",459,195,0
"100",784,175,1
