"","v","w","x"
"1",1310,980,0
"2",620,472,0
"3",131,98,0
"4",620,472,0
"5",775,590,0
"6",524,392,0
"7",465,354,0
"8",1240,944,0
"9",917,686,0
"10",1395,1062,0
"11",1048,784,0
"12",620,472,0
"13",310,236,0
"14",1240,944,0
"15",524,392,0
"16",1310,980,0
"17",1550,1180,0
"18",1240,944,0
"19",775,590,0
"20",620,472,0
"21",786,588,0
"22",1240,944,0
"23",775,590,0
"24",131,98,0
"25",1179,882,0
"26",1395,1062,0
"27",1240,944,0
"28",262,196,0
"29",655,490,0
"30",262,196,0
"31",655,490,0
"32",930,708,0
"33",775,590,0
"34",917,686,0
"35",393,294,0
"36",620,472,0
"37",655,490,0
"38",620,472,0
"39",917,686,0
"40",775,590,0
"41",786,588,0
"42",1310,980,0
"43",393,294,0
"44",155,118,0
"45",1085,826,0
"46",786,588,0
"47",775,590,0
"48",1085,826,0
"49",131,98,0
"50",465,354,0
"51",917,686,1
"52",1085,826,0
"53",1395,1062,0
"54",775,590,0
"55",310,236,0
"56",1048,784,1
"57",620,472,0
"58",620,472,0
"59",1179,882,1
"60",155,118,0
"61",930,708,0
"62",1550,1180,0
"63",1179,882,1
"64",465,354,0
"65",775,590,0
"66",393,294,0
"67",930,708,0
"68",930,708,0
"69",1085,826,0
"70",775,590,0
"71",655,490,0
"72",1179,882,0
"73",786,588,0
"74",775,590,0
"75",786,588,0
"76",655,490,0
"77",1179,882,0
"78",775,590,0
"79",465,354,0
"80",917,686,0
"81",786,588,0
"82",465,354,1
"83",465,354,0
"84",620,472,0
"85",1310,980,0
"86",1048,784,0
"87",917,686,0
"88",524,392,0
"89",310,236,0
"90",393,294,0
"91",1240,944,0
"92",1240,944,0
"93",524,392,0
"94",465,354,0
"95",786,588,0
"96",786,588,0
"97",655,490,0
"98",1179,882,0
"99",917,686,0
"100",917,686,0
