"","v","w","x"
"1",168,560,0
"2",84,280,0
"3",294,980,0
"4",378,1260,0
"5",332,484,0
"6",378,1260,0
"7",415,605,0
"8",498,726,0
"9",747,1089,0
"10",415,605,0
"11",336,1120,0
"12",336,1120,0
"13",378,1260,0
"14",664,968,0
"15",664,968,0
"16",332,484,0
"17",168,560,0
"18",83,121,0
"19",84,280,0
"20",747,1089,0
"21",168,560,0
"22",84,280,0
"23",581,847,0
"24",252,840,0
"25",498,726,0
"26",83,121,0
"27",747,1089,0
"28",126,420,0
"29",830,1210,0
"30",747,1089,0
"31",84,280,0
"32",420,1400,0
"33",581,847,0
"34",210,700,0
"35",581,847,0
"36",581,847,0
"37",166,242,0
"38",166,242,0
"39",249,363,0
"40",498,726,0
"41",581,847,0
"42",249,363,0
"43",747,1089,0
"44",420,1400,0
"45",84,280,0
"46",42,140,0
"47",83,121,0
"48",126,420,0
"49",332,484,0
"50",830,1210,0
"51",249,363,1
"52",84,280,0
"53",210,700,0
"54",336,1120,0
"55",252,840,0
"56",415,605,1
"57",664,968,1
"58",664,968,1
"59",498,726,0
"60",420,1400,0
"61",294,980,0
"62",166,242,0
"63",252,840,0
"64",830,1210,1
"65",830,1210,1
"66",83,121,0
"67",249,363,0
"68",336,1120,0
"69",415,605,0
"70",581,847,0
"71",166,242,0
"72",415,605,0
"73",378,1260,0
"74",126,420,0
"75",378,1260,0
"76",336,1120,0
"77",378,1260,0
"78",83,121,0
"79",294,980,0
"80",830,1210,0
"81",498,726,0
"82",126,420,0
"83",84,280,0
"84",581,847,0
"85",42,140,0
"86",415,605,0
"87",83,121,0
"88",830,1210,0
"89",83,121,0
"90",747,1089,0
"91",210,700,0
"92",252,840,0
"93",166,242,0
"94",126,420,0
"95",42,140,0
"96",332,484,0
"97",126,420,0
"98",498,726,0
"99",84,280,0
"100",664,968,1
